dataset,speaker_id,l1,gender,split,audio_path,utterance_id,target_text,tier_name,label,error_type,start_time,end_time,original_duration,context_start_time,context_end_time,context_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0003.wav,arctic_a0003,For the twentieth time that evening the two men shook hands,phones,"D,sil,d ",deletion,5.08,5.14,0.06,4.83,5.39,0.56
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0003.wav,arctic_a0003,For the twentieth time that evening the two men shook hands,phones,"Z,S,s ",substitution,5.14,5.25,0.11,4.89,5.5,0.61
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0005.wav,arctic_a0005,Will we ever forget it,phones,"IH1,IY1,S",substitution,0.16,0.29,0.13,0.0,0.54,0.54
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0005.wav,arctic_a0005,Will we ever forget it,phones,"L,sil,d ",deletion,0.29,0.36,0.07,0.04,0.61,0.57
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0005.wav,arctic_a0005,Will we ever forget it,phones,"ER0,AH0,s ",substitution,0.86,0.95,0.09,0.61,1.2,0.59
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0005.wav,arctic_a0005,Will we ever forget it,phones,"R,sil,d ",deletion,1.07,1.11,0.04,0.82,1.36,0.54
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0005.wav,arctic_a0005,Will we ever forget it,phones,"IH1,IY1,s",substitution,1.4,1.52,0.12,1.15,1.77,0.62
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0006.wav,arctic_a0006,God bless 'em I hope I'll go on seeing them forever,phones,"D,D*,s",substitution,0.23,0.26,0.03,0.0,0.51,0.51
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0006.wav,arctic_a0006,God bless 'em I hope I'll go on seeing them forever,phones,"OW1,AO1,s",substitution,1.51,1.6,0.09,1.26,1.85,0.59
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0006.wav,arctic_a0006,God bless 'em I hope I'll go on seeing them forever,phones,"P,V,s",substitution,1.6,1.7,0.1,1.35,1.95,0.6
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0006.wav,arctic_a0006,God bless 'em I hope I'll go on seeing them forever,phones,"L,sil,d ",deletion,1.88,1.91,0.03,1.63,2.16,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0006.wav,arctic_a0006,God bless 'em I hope I'll go on seeing them forever,phones,"AA1,AH0,s",substitution,2.22,2.26,0.04,1.97,2.51,0.54
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0006.wav,arctic_a0006,God bless 'em I hope I'll go on seeing them forever,phones,"DH,D,s ",substitution,2.98,3.03,0.05,2.73,3.28,0.55
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0007.wav,arctic_a0007,And you always want to see it in the superlative degree,phones,"AO1,OW1,s",substitution,0.44,0.49,0.05,0.19,0.74,0.55
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0007.wav,arctic_a0007,And you always want to see it in the superlative degree,phones,"L,N,s",substitution,0.49,0.64,0.15,0.24,0.89,0.65
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0007.wav,arctic_a0007,And you always want to see it in the superlative degree,phones,"Z,sil,d ",deletion,0.77,0.8,0.03,0.52,1.05,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0007.wav,arctic_a0007,And you always want to see it in the superlative degree,phones,"DH,D,s ",substitution,2.11,2.17,0.06,1.86,2.42,0.56
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0007.wav,arctic_a0007,And you always want to see it in the superlative degree,phones,"AH0,AE0,s",substitution,3.475332,3.618307,0.142975,3.225332,3.868307,0.642975
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0007.wav,arctic_a0007,And you always want to see it in the superlative degree,phones,"V,F,s",substitution,3.87951,4.173707,0.294197,3.62951,4.423707,0.794197
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0008.wav,arctic_a0008,Gad your letter came just in time,phones,"D,T,s ",substitution,0.43,0.54,0.11,0.18,0.79,0.61
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0008.wav,arctic_a0008,Gad your letter came just in time,phones,"R,sil,d ",deletion,1.35,1.38,0.03,1.1,1.63,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0008.wav,arctic_a0008,Gad your letter came just in time,phones,"ER0,AH0,s ",substitution,1.61,1.71,0.1,1.36,1.96,0.6
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0008.wav,arctic_a0008,Gad your letter came just in time,phones,"EY1,AE1,s",substitution,1.92,2.02,0.1,1.67,2.27,0.6
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0008.wav,arctic_a0008,Gad your letter came just in time,phones,"T,sil,d ",deletion,2.41,2.47,0.06,2.16,2.72,0.56
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0008.wav,arctic_a0008,Gad your letter came just in time,phones,"AY1,AA*,s",substitution,2.71,2.84,0.13,2.46,3.09,0.63
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0010.wav,arctic_a0010,I'm playing a single hand in what looks like a losing game,phones,"AY0,AA*,s",substitution,0.03,0.14,0.11,0.0,0.335,0.335
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0010.wav,arctic_a0010,I'm playing a single hand in what looks like a losing game,phones,"P,B,s",substitution,0.19,0.26,0.07,0.0,0.51,0.51
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0010.wav,arctic_a0010,I'm playing a single hand in what looks like a losing game,phones,"AH0,OW*,s ",substitution,0.97,1.02,0.05,0.72,1.27,0.55
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0010.wav,arctic_a0010,I'm playing a single hand in what looks like a losing game,phones,"L,sil,d ",deletion,1.02,1.06,0.04,0.77,1.31,0.54
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0010.wav,arctic_a0010,I'm playing a single hand in what looks like a losing game,phones,"D,sil,d ",deletion,1.4,1.49,0.09,1.15,1.74,0.59
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0010.wav,arctic_a0010,I'm playing a single hand in what looks like a losing game,phones,"AH1,AA*,s",substitution,1.95,2.06,0.11,1.7,2.31,0.61
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0010.wav,arctic_a0010,I'm playing a single hand in what looks like a losing game,phones,"K,sil,d ",deletion,2.98,3.01,0.03,2.73,3.26,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0010.wav,arctic_a0010,I'm playing a single hand in what looks like a losing game,phones,"EY1,EH*,s",substitution,3.58,3.68,0.1,3.33,3.93,0.6
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0011.wav,arctic_a0011,If I ever needed a fighter in my life I need one now,phones,"F,B,s",substitution,0.19,0.24,0.05,0.0,0.465,0.465
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0011.wav,arctic_a0011,If I ever needed a fighter in my life I need one now,phones,"ER0,AH0,s ",substitution,0.59,0.65,0.06,0.34,0.9,0.56
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0011.wav,arctic_a0011,If I ever needed a fighter in my life I need one now,phones,"IH0,IY0,s",substitution,0.92,0.99,0.07,0.67,1.24,0.57
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0011.wav,arctic_a0011,If I ever needed a fighter in my life I need one now,phones,"ER0,AH0,s ",substitution,1.55,1.65,0.1,1.3,1.9,0.6
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"D,T,s ",substitution,1.04,1.22,0.18,0.79,1.47,0.68
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"R,sil,d ",deletion,2.02,2.08,0.06,1.77,2.33,0.56
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"ER0,AH0,s ",substitution,2.25,2.43,0.18,2.0,2.68,0.68
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"DH,D,s ",substitution,2.51,2.58,0.07,2.26,2.83,0.57
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"Z,S,s ",substitution,2.91,3.01,0.1,2.66,3.26,0.6
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"AH1,AO1,s",substitution,3.97,4.19,0.22,3.72,4.44,0.72
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"V,P,s",substitution,4.19,4.27,0.08,3.94,4.52,0.58
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"L,sil,d ",deletion,4.81,4.87,0.06,4.56,5.12,0.56
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"S,Z,s ",substitution,5.19,5.28,0.09,4.94,5.53,0.59
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"T,sil,d ",deletion,5.28,5.31,0.03,5.03,5.56,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"AH0,IY0,s",substitution,6.12,6.2,0.08,5.87,6.45,0.58
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"AH0,EY0,s",substitution,6.38,6.54,0.16,6.13,6.79,0.66
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"T,sil,d ",deletion,6.54,6.58,0.04,6.29,6.83,0.54
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"AH0,IY0,s",substitution,6.83,6.95,0.12,6.58,7.2,0.62
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"Z,S,s ",substitution,6.95,7.08,0.13,6.7,7.33,0.63
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,arctic_a0013,He was a head shorter than his companion of almost delicate physique,phones,"IY1,IH1,s",substitution,7.08,7.17,0.09,6.83,7.42,0.59
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0018.wav,arctic_a0018,There was a change now,phones,"DH,D,s ",substitution,0.05,0.17,0.12,0.0,0.36,0.36
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0018.wav,arctic_a0018,There was a change now,phones,"R,sil,d ",deletion,0.29,0.34,0.05,0.04,0.59,0.55
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0018.wav,arctic_a0018,There was a change now,phones,"sil,Z,a",addition,0.34,0.4,0.06,0.09,0.65,0.56
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0018.wav,arctic_a0018,There was a change now,phones,"JH,SH,s ",substitution,1.47,1.65,0.18,1.22,1.9,0.68
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"AA1,AO1,s",substitution,0.38,0.45,0.07,0.13,0.7,0.57
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"DH,D,s ",substitution,0.65,0.68,0.03,0.4,0.93,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"N,sil,d ",deletion,0.96,0.99,0.03,0.71,1.24,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"AH1,AA*,s",substitution,0.99,1.04,0.05,0.74,1.29,0.55
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"V,P,s",substitution,1.04,1.11,0.07,0.79,1.36,0.57
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"DH,sil,d ",deletion,1.15,1.19,0.04,0.9,1.44,0.54
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"AH1,sil,d ",deletion,1.19,1.22,0.03,0.94,1.47,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"D,sil,d ",deletion,1.67,1.74,0.07,1.42,1.99,0.57
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"L,W,s",substitution,1.92,2.02,0.1,1.67,2.27,0.6
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"D,sil,d ",deletion,2.32,2.41,0.09,2.07,2.66,0.59
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"R,sil,d ",deletion,2.93,3.0,0.07,2.68,3.25,0.57
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"S,Z,s",substitution,3.36,3.39,0.03,3.11,3.64,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"IH0,sil,d ",deletion,3.39,3.42,0.03,3.14,3.67,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,arctic_a0019,I followed the line of the proposed railroad looking for chances,phones,"Z,sil,d ",deletion,3.42,3.55,0.13,3.17,3.8,0.63
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,arctic_a0020,Clubs and balls and cities grew to be only memories,phones,"B,F,s",substitution,0.29,0.38,0.09,0.04,0.63,0.59
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,arctic_a0020,Clubs and balls and cities grew to be only memories,phones,"Z,S,s ",substitution,0.38,0.49,0.11,0.13,0.74,0.61
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,arctic_a0020,Clubs and balls and cities grew to be only memories,phones,"AO1,OW1,s",substitution,0.71,0.74,0.03,0.46,0.99,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,arctic_a0020,Clubs and balls and cities grew to be only memories,phones,"L,N,s",substitution,0.74,0.93,0.19,0.49,1.18,0.69
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,arctic_a0020,Clubs and balls and cities grew to be only memories,phones,"Z,sil,d ",deletion,0.93,0.96,0.03,0.68,1.21,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,arctic_a0020,Clubs and balls and cities grew to be only memories,phones,"IH1,IY1,s",substitution,1.2,1.26,0.06,0.95,1.51,0.56
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,arctic_a0020,Clubs and balls and cities grew to be only memories,phones,"G,K,s",substitution,1.925137,1.95597,0.030833,1.675137,2.20597,0.530833
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,arctic_a0020,Clubs and balls and cities grew to be only memories,phones,"OW1,AO1,s",substitution,2.52,2.64,0.12,2.27,2.89,0.62
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,arctic_a0021,It fairly clubbed me into recognizing it,phones,"IH1,IY1,s",substitution,0.03,0.17,0.14,0.0,0.35,0.35
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,arctic_a0021,It fairly clubbed me into recognizing it,phones,"T,S,s ",substitution,0.17,0.21,0.04,0.0,0.44,0.44
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,arctic_a0021,It fairly clubbed me into recognizing it,phones,"R,sil,d ",deletion,0.51,0.56,0.05,0.26,0.81,0.55
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,arctic_a0021,It fairly clubbed me into recognizing it,phones,"AH1,AA*,s",substitution,0.83,0.9,0.07,0.58,1.15,0.57
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,arctic_a0021,It fairly clubbed me into recognizing it,phones,"D,sil,d ",deletion,0.95,0.99,0.04,0.7,1.24,0.54
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,arctic_a0021,It fairly clubbed me into recognizing it,phones,"IH0,IY0,s",substitution,1.3,1.35,0.05,1.05,1.6,0.55
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,arctic_a0021,It fairly clubbed me into recognizing it,phones,"G,sil,d ",deletion,2.34,2.37,0.03,2.09,2.62,0.53
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,arctic_a0022,Hardly were our plans made public before we were met by powerful opposition,phones,"AA1,ER0,s",substitution,0.13,0.2,0.07,0.0,0.415,0.415
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,arctic_a0022,Hardly were our plans made public before we were met by powerful opposition,phones,"D,T,s ",substitution,0.24,0.36,0.12,0.0,0.61,0.61
