dataset,speaker_id,l1,gender,split,audio_path,target_text,label,label_name,source_type,utterance_id
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0011.wav,If I ever needed a fighter in my life I need one now,1,non_native,l2_learner,arctic_a0011
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0012.wav,Gregson shoved back his chair and rose to his feet,1,non_native,l2_learner,arctic_a0012
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,He was a head shorter than his companion of almost delicate physique,1,non_native,l2_learner,arctic_a0013
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0014.wav,Now you're coming down to business Phil he exclaimed,1,non_native,l2_learner,arctic_a0014
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0015.wav,It's the aurora borealis,1,non_native,l2_learner,arctic_a0015
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0016.wav,There's Fort Churchill a rifle shot beyond the ridge asleep,1,non_native,l2_learner,arctic_a0016
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0017.wav,From that moment his friendship for Belize turns to hatred and jealousy,1,non_native,l2_learner,arctic_a0017
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0018.wav,There was a change now,1,non_native,l2_learner,arctic_a0018
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances,1,non_native,l2_learner,arctic_a0019
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,Clubs and balls and cities grew to be only memories,1,non_native,l2_learner,arctic_a0020
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,It fairly clubbed me into recognizing it,1,non_native,l2_learner,arctic_a0021
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition,1,non_native,l2_learner,arctic_a0022
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges,1,non_native,l2_learner,arctic_a0023
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy,1,non_native,l2_learner,arctic_a0024
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0025.wav,I was about to do this when cooler judgment prevailed,1,non_native,l2_learner,arctic_a0025
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0026.wav,It occurred to me that there would have to be an accounting,1,non_native,l2_learner,arctic_a0026
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor,1,non_native,l2_learner,arctic_a0027
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0028.wav,Robbery bribery fraud,1,non_native,l2_learner,arctic_a0028
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0029.wav,Their forces were already moving into the north country,1,non_native,l2_learner,arctic_a0029
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0030.wav,I had faith in them,1,non_native,l2_learner,arctic_a0030
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0031.wav,They were three hundred yards apart,1,non_native,l2_learner,arctic_a0031
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0032.wav,Since then some mysterious force has been fighting us at every step,1,non_native,l2_learner,arctic_a0032
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0033.wav,He unfolded a long typewritten letter and handed it to Gregson,1,non_native,l2_learner,arctic_a0033
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0034.wav,Men of Selden's stamp don't stop at women and children,1,non_native,l2_learner,arctic_a0034
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0035.wav,He stopped and Philip nodded at the horrified question in his eyes,1,non_native,l2_learner,arctic_a0035
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0036.wav,She turned in at the hotel,1,non_native,l2_learner,arctic_a0036
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0037.wav,I was the only one who remained sitting,1,non_native,l2_learner,arctic_a0037
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0038.wav,We'll have to watch our chances,1,non_native,l2_learner,arctic_a0038
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0039.wav,The ship should be in within a week or ten days,1,non_native,l2_learner,arctic_a0039
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0040.wav,I suppose you wonder why she is coming up here,1,non_native,l2_learner,arctic_a0040
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0041.wav,Meanwhile I'll go out to breathe a spell,1,non_native,l2_learner,arctic_a0041
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0042.wav,How could he explain his possession of the sketch,1,non_native,l2_learner,arctic_a0042
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0043.wav,It seemed nearer to him since he had seen and talked with Gregson,1,non_native,l2_learner,arctic_a0043
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0044.wav,Her own betrayal of herself was like tonic to Philip,1,non_native,l2_learner,arctic_a0044
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0045.wav,He moved away as quietly as he had come,1,non_native,l2_learner,arctic_a0045
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0046.wav,The girl faced him her eyes shining with sudden fear,1,non_native,l2_learner,arctic_a0046
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0047.wav,Close beside him gleamed the white fangs of the wolf dog,1,non_native,l2_learner,arctic_a0047
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0048.wav,He looked at the handkerchief more closely,1,non_native,l2_learner,arctic_a0048
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0049.wav,Gregson was asleep when he reentered the cabin,1,non_native,l2_learner,arctic_a0049
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0050.wav,In spite of their absurdity the words affected Philip curiously,1,non_native,l2_learner,arctic_a0050
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0051.wav,The lace was of a delicate ivory color faintly tinted with yellow,1,non_native,l2_learner,arctic_a0051
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0052.wav,It was a curious coincidence,1,non_native,l2_learner,arctic_a0052
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0053.wav,Suddenly his fingers closed tightly over the handkerchief,1,non_native,l2_learner,arctic_a0053
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0054.wav,There was nothing on the rock,1,non_native,l2_learner,arctic_a0054
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0055.wav,Philip stood undecided his ears strained to catch the slightest sound,1,non_native,l2_learner,arctic_a0055
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0056.wav,Pearce's little eyes were fixed on him shrewdly,1,non_native,l2_learner,arctic_a0056
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0057.wav,I have no idea replied Philip,1,non_native,l2_learner,arctic_a0057
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0058.wav,I came for information more out of curiosity than anything else,1,non_native,l2_learner,arctic_a0058
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0059.wav,His immaculate appearance was gone,1,non_native,l2_learner,arctic_a0059
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0060.wav,Anyway no one saw her like that,1,non_native,l2_learner,arctic_a0060
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0061.wav,Philip snatched at the letter which Gregson held out to him,1,non_native,l2_learner,arctic_a0061
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0062.wav,The men stared into each other's face,1,non_native,l2_learner,arctic_a0062
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0063.wav,Yes it was a man who asked a stranger,1,non_native,l2_learner,arctic_a0063
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0064.wav,The fourth and fifth days passed without any developments,1,non_native,l2_learner,arctic_a0064
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0065.wav,They closed now until his fingers were like cords of steel,1,non_native,l2_learner,arctic_a0065
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0066.wav,He saw Jeanne falter for a moment,1,non_native,l2_learner,arctic_a0066
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0067.wav,Surely I will excuse you she cried,1,non_native,l2_learner,arctic_a0067
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0068.wav,In a flash Philip followed its direction,1,non_native,l2_learner,arctic_a0068
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0069.wav,It was his intention to return to Eileen and her father,1,non_native,l2_learner,arctic_a0069
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0070.wav,He would first hunt up Gregson and begin his work there,1,non_native,l2_learner,arctic_a0070
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0071.wav,What was the object of your little sensation,1,non_native,l2_learner,arctic_a0071
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0072.wav,But who was Eileen's double,1,non_native,l2_learner,arctic_a0072
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0073.wav,The promoter's eyes were heavy with little puffy bags under them,1,non_native,l2_learner,arctic_a0073
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0074.wav,And now down there Eileen was waiting for him,1,non_native,l2_learner,arctic_a0074
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0075.wav,There has been a change she interrupted him,1,non_native,l2_learner,arctic_a0075
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0076.wav,The gray eyes faltered the flush deepened,1,non_native,l2_learner,arctic_a0076
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0077.wav,It is the fire partly she said,1,non_native,l2_learner,arctic_a0077
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0078.wav,Then and at supper he tried to fathom her,1,non_native,l2_learner,arctic_a0078
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0079.wav,It was a large canoe,1,non_native,l2_learner,arctic_a0079
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0080.wav,What if Jeanne failed him,1,non_native,l2_learner,arctic_a0080
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0081.wav,What if she did not come to the rock,1,non_native,l2_learner,arctic_a0081
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0082.wav,His face was streaming with blood,1,non_native,l2_learner,arctic_a0082
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0083.wav,A shadow was creeping over Pierre's eyes,1,non_native,l2_learner,arctic_a0083
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0084.wav,Scarcely had he uttered the name when Pierre's closing eyes shot open,1,non_native,l2_learner,arctic_a0084
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0085.wav,A trickle of fresh blood ran over his face,1,non_native,l2_learner,arctic_a0085
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0086.wav,Death had come with terrible suddenness,1,non_native,l2_learner,arctic_a0086
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0087.wav,Philip bent lower and stared into the face of the dead man,1,non_native,l2_learner,arctic_a0087
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0088.wav,He made sure that the magazine was loaded and resumed his paddling,1,non_native,l2_learner,arctic_a0088
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0089.wav,The night glow was treacherous to shoot by,1,non_native,l2_learner,arctic_a0089
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0090.wav,The singing voice approached rapidly,1,non_native,l2_learner,arctic_a0090
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0091.wav,His blood grew hot with rage at the thought,1,non_native,l2_learner,arctic_a0091
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0092.wav,He went down in midstream searching the shadows of both shores,1,non_native,l2_learner,arctic_a0092
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0093.wav,For a full minute he crouched and listened,1,non_native,l2_learner,arctic_a0093
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0094.wav,He had barely entered this when he saw the glow of a fire,1,non_native,l2_learner,arctic_a0094
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0095.wav,A big canvas tent was the first thing to come within his vision,1,non_native,l2_learner,arctic_a0095
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0096.wav,Perhaps she had already met her fate a little deeper in the forest,1,non_native,l2_learner,arctic_a0096
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0097.wav,Then you can arrange yourself comfortably among these robes in the bow,1,non_native,l2_learner,arctic_a0097
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0098.wav,Shall I carry you,1,non_native,l2_learner,arctic_a0098
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0099.wav,A maddening joy pounded in his brain,1,non_native,l2_learner,arctic_a0099
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0100.wav,You must sleep he urged,1,non_native,l2_learner,arctic_a0100
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0101.wav,You you would not keep the truth from me,1,non_native,l2_learner,arctic_a0101
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0102.wav,He will follow us soon,1,non_native,l2_learner,arctic_a0102
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0103.wav,But there came no promise from the bow of the canoe,1,non_native,l2_learner,arctic_a0103
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0104.wav,She was sleeping under his protection as sweetly as a child,1,non_native,l2_learner,arctic_a0104
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0105.wav,Only it is so wonderful so almost impossible to believe,1,non_native,l2_learner,arctic_a0105
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0106.wav,The emotion which she had suppressed burst forth now in a choking sob,1,non_native,l2_learner,arctic_a0106
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0107.wav,If you only could know how I thank you,1,non_native,l2_learner,arctic_a0107
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0108.wav,He waded into the edge of the water and began scrubbing himself,1,non_native,l2_learner,arctic_a0108
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0109.wav,Do you know that you are shaking my confidence in you,1,non_native,l2_learner,arctic_a0109
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0110.wav,Much replied Jeanne as tersely,1,non_native,l2_learner,arctic_a0110
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0111.wav,Instead he joined her and they ate like two hungry children,1,non_native,l2_learner,arctic_a0111
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0112.wav,He was wounded in the arm,1,non_native,l2_learner,arctic_a0112
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0113.wav,I suppose you picked that lingo up among the Indians,1,non_native,l2_learner,arctic_a0113
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0114.wav,Her words sent a strange chill through Philip,1,non_native,l2_learner,arctic_a0114
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0115.wav,He had no excuse for the feelings which were aroused in him,1,non_native,l2_learner,arctic_a0115
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0116.wav,Was it the rendezvous of those who were striving to work his ruin,1,non_native,l2_learner,arctic_a0116
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0117.wav,She added with genuine sympathy in her face and voice,1,non_native,l2_learner,arctic_a0117
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0118.wav,Pierre obeys me when we are together,1,non_native,l2_learner,arctic_a0118
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0119.wav,Jeanne was turning the bow shoreward,1,non_native,l2_learner,arctic_a0119
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0120.wav,My right foot feels like that of a Chinese debutante,1,non_native,l2_learner,arctic_a0120
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,They ate dinner at the fifth and rested for two hours,1,non_native,l2_learner,arctic_a0121
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,Two years ago I gave up civilization for this,1,non_native,l2_learner,arctic_a0122
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0123.wav,She had died from cold and starvation,1,non_native,l2_learner,arctic_a0123
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0124.wav,It was Jeanne singing softly over beyond the rocks,1,non_native,l2_learner,arctic_a0124
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,He was determined now to maintain a more certain hold upon himself,1,non_native,l2_learner,arctic_a0125
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0126.wav,Each day she became a more vital part of him,1,non_native,l2_learner,arctic_a0126
