epoch,train_loss,validation_loss,top1_accuracy,macro_f1,balanced_accuracy,macro_precision,macro_recall,top3_accuracy,correct_origin_top1,correct_origin_macro_f1,substitution_origin_top1,substitution_origin_macro_f1,epoch_seconds,speaker_ABA_macro_f1,speaker_HKK_macro_f1,speaker_HQTV_macro_f1,speaker_LXC_macro_f1,speaker_MBMPS_macro_f1,speaker_SVBI_macro_f1
19,1.638155104090497,1.5680333688447412,0.49337161491563875,0.45788545869636127,0.5007077224525085,0.4444597161210739,0.5007077224525085,0.7954062101233518,0.5053155752282338,0.4804269790172273,0.38948092127878997,0.34606556045939973,55.12392579999869,0.5020699652532578,0.45839796853545267,0.4515025562645795,0.46388506051009754,0.4892131502379754,0.39703498350997773
20,1.620878316172736,1.5760393932104686,0.47678292924996457,0.4455935244491077,0.4977207848361654,0.44160949444452396,0.4977207848361654,0.7856940309088332,0.490060467138284,0.471942965974853,0.36129254039188724,0.33407969819204,56.673515299997234,0.4957481777367235,0.46093005427499123,0.44055108932681214,0.46253694866577755,0.47328353039260146,0.3735791302716712
21,1.5966596463761347,1.561764830361862,0.49174110307670493,0.45547748512805414,0.49846056825407337,0.44794196927209134,0.49846056825407337,0.791046363249681,0.501679642730111,0.48135472433020837,0.4052939154348573,0.34299869066389677,59.17604859999847,0.49654273420694356,0.4592021054805942,0.46561633577534095,0.4627593306407058,0.47738225103560944,0.4135180676254595
22,1.5773891477621786,1.5594078389090307,0.48553806890684814,0.44546204770817965,0.49929502081273275,0.4437005598309658,0.49929502081273275,0.7881043527576918,0.49701616409121446,0.47307373629625654,0.3856995531110347,0.32731734981171334,57.788056399997004,0.4939383044819717,0.45582267990790604,0.45112049266611454,0.4498419506392053,0.48196543318881785,0.382464993994854
23,1.56800437896445,1.5356406960422462,0.4882319580320431,0.4532990187119064,0.5010389840680796,0.4478412137777516,0.5010389840680796,0.7932440096412874,0.4987550883294471,0.4788249063385609,0.39669989687177726,0.3327975777417528,76.55077569999776,0.4834881171630728,0.4506949929511044,0.4644206907579259,0.4579363281731115,0.4856510764858731,0.4066183427974546
24,1.552829674914435,1.5181513635483124,0.5017722954771019,0.46327032786255523,0.5093503237838711,0.4637904494738233,0.5093503237838711,0.8036651070466468,0.5135359443544244,0.4915434527988756,0.39944998281196287,0.3516285125756454,59.26332840000032,0.49816436300406675,0.48001813624945977,0.4647767022827884,0.4742535469769385,0.5056994545904242,0.39931865923664167
25,1.5423099465374237,1.5149748653329789,0.4956047072167872,0.4622350357593503,0.516084856603895,0.45078510745726386,0.516084856603895,0.7997306110874806,0.5084377346559696,0.4886548005813891,0.3839807493984187,0.34206626429978676,71.57492749999801,0.49987104896860185,0.4623320942734335,0.4648585241778028,0.4628698903337057,0.4986672981720614,0.4269566654388562
26,1.5239959546922757,1.5262226260681955,0.4946122217496101,0.4603971225667802,0.50669601813309,0.4560266903269989,0.50669601813309,0.7973911810577059,0.5053550962336482,0.48869598767751454,0.4011687865245789,0.33991195194940566,61.96243709999908,0.50673118747291,0.4583922062512275,0.45762458564289865,0.47202860175843225,0.49130150665743993,0.40859555369584166
27,1.51842462228257,1.507104152933716,0.4953565858499929,0.4649755779266007,0.5218769496433384,0.45177317634044467,0.5218769496433384,0.7980292074294626,0.5080425246018259,0.4903630660097728,0.3850120316259883,0.33684443853595647,62.1895179000021,0.5115898983274142,0.4618076127636594,0.46396880292624204,0.48086366891186705,0.4993771009732272,0.4132155285866575
28,1.5010463768066609,1.5105645021073246,0.4984403799801503,0.4651015178992107,0.5170924885890544,0.45649039190390645,0.5170924885890544,0.7970721678718276,0.5104137849266885,0.49048813602969854,0.39429357167411483,0.34032193720970627,61.74739070000214,0.5010417484510369,0.46750400462631597,0.46393815456059545,0.4729138509581241,0.4937343191453574,0.4295589407644131
29,1.493995911725983,1.5021471151321235,0.49393874946831134,0.4644279152993315,0.5130196498894068,0.4593570243551168,0.5130196498894068,0.7987735715298454,0.5073706675097814,0.492308925284471,0.37710553454795465,0.34191737043359816,59.09020310000051,0.5067079924026215,0.4760855843240007,0.46004706031210785,0.4753044226135379,0.48460376087946044,0.40561615795892236
30,1.4807476935098114,1.4819682055114263,0.513682121083227,0.478157780045991,0.5194246321122217,0.4696663549541185,0.5194246321122217,0.8127392598894088,0.5274868592656997,0.5068098940722423,0.3936060501890684,0.3472519033744763,76.84170380000069,0.5141065963968339,0.4894799900016355,0.4941358767031036,0.4761756371677328,0.5091100569357677,0.4142052134076582
31,1.4661299044366953,1.4787649331947397,0.5061675882603147,0.47334578569464625,0.5239104269401957,0.46542110465461556,0.5239104269401957,0.8104352757691763,0.5196617001936529,0.4990607337833072,0.38879339979374355,0.3524693481920549,63.330292600003304,0.5180608126719796,0.46995823910035855,0.4718405157295271,0.486274776151645,0.5016360435448601,0.42710070598256084
32,1.4587505336690827,1.4804154165574004,0.502764780944279,0.4723124882803743,0.5264553878005577,0.46659774112283064,0.5264553878005577,0.8071388061817666,0.5159467256847015,0.4988191886603599,0.38810587830869714,0.3460584310123478,62.316442300001654,0.5090887039927061,0.4884180527289748,0.4737866948379819,0.4767318468618498,0.5073356017446781,0.4076062737990602
33,1.4471101723678017,1.471953210290841,0.5143910392740678,0.4805639051716787,0.5261639618637357,0.4707782250880557,0.5261639618637357,0.8126329221607826,0.527723985298186,0.50835938139956,0.39841870058439327,0.34582056763473523,61.342666599997756,0.5177761870970583,0.4852184007442029,0.49121684574547964,0.4875393975898293,0.511354122305113,0.4268107624763186
34,1.4398553931553009,1.4740106454981348,0.5041117255068766,0.4721074173382996,0.5276032521420835,0.4630260515508432,0.5276032521420835,0.8083085211966539,0.5153934316089002,0.4958913399547892,0.40598143691990374,0.35623550526721887,67.76568930000212,0.5090303878408193,0.4672108014972972,0.474424444501747,0.48212758476432827,0.501675451559479,0.4294909508836054
35,1.4289126408160397,1.4675588280144236,0.5075854246419963,0.47573857276793474,0.5308222563185208,0.46508281157298903,0.5308222563185208,0.8094782362115411,0.5228233806268031,0.5025079947858949,0.3750429700928154,0.3456025382665532,54.993603599999915,0.5139634838806074,0.47847124721396583,0.4836215266604451,0.48480116489481095,0.5022850939374857,0.43313529861903544
36,1.421819395431748,1.4598347029583887,0.5088614773855097,0.4806026213040047,0.5358150269455649,0.4693699374971322,0.5358150269455649,0.8080249539203176,0.5218353554914437,0.5061898389329484,0.39601237538673084,0.3646063152378085,51.51599200000055,0.523254949070614,0.48820583847639626,0.48084847328978675,0.48920698507014143,0.5164182232032485,0.41610755291850976
