dataset,speaker_id,l1,gender,split,audio_path,utterance_id,start_time,end_time,label,error_type,target_text,duration,audio_exists,issue
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,arctic_a0020,0.93,0.96,"Z,sil,d ",deletion,Clubs and balls and cities grew to be only memories,0.029999999999999916,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,arctic_a0020,0.93,0.96,"z,sil,d ",deletion,Clubs and balls and cities grew to be only memories,0.029999999999999916,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,arctic_a0023,2.83,2.86,"L,W,s",substitution,A combination of Canadian capital quickly organized and petitioned for the same privileges,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,arctic_a0023,6.542417,6.566393,"JH,sil,d ",deletion,A combination of Canadian capital quickly organized and petitioned for the same privileges,0.02397599999999933,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,arctic_a0023,2.83,2.86,"l,w,s",substitution,A combination of Canadian capital quickly organized and petitioned for the same privileges,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,arctic_a0023,6.542417,6.566393,"dʒ,sil,d ",deletion,A combination of Canadian capital quickly organized and petitioned for the same privileges,0.02397599999999933,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,arctic_a0024,0.45,0.48,"Z,R,s",substitution,It was my reports from the north which chiefly induced people to buy,0.02999999999999997,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,arctic_a0024,0.45,0.48,"z,ɹ,s",substitution,It was my reports from the north which chiefly induced people to buy,0.02999999999999997,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0025.wav,arctic_a0025,2.85,2.88,"T,sil,d ",deletion,I was about to do this when cooler judgment prevailed,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0025.wav,arctic_a0025,3.2,3.23,"L,sil,d ",deletion,I was about to do this when cooler judgment prevailed,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0025.wav,arctic_a0025,2.85,2.88,"t,sil,d ",deletion,I was about to do this when cooler judgment prevailed,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0025.wav,arctic_a0025,3.2,3.23,"l,sil,d ",deletion,I was about to do this when cooler judgment prevailed,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,arctic_a0027,3.31,3.34,"L,sil,d ",deletion,To my surprise he began to show actual enthusiasm in my favor,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,arctic_a0027,3.85,3.88,"AE2,sil,d",deletion,To my surprise he began to show actual enthusiasm in my favor,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,arctic_a0027,3.31,3.34,"l,sil,d ",deletion,To my surprise he began to show actual enthusiasm in my favor,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,arctic_a0027,3.85,3.88,"æ,sil,d ",deletion,To my surprise he began to show actual enthusiasm in my favor,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0045.wav,arctic_a0045,0.44,0.47,"D,sil,d ",deletion,He moved away as quietly as he had come,0.02999999999999997,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0045.wav,arctic_a0045,0.44,0.47,"d,sil,d ",deletion,He moved away as quietly as he had come,0.02999999999999997,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0051.wav,arctic_a0051,0.55048,0.568998,"Z,sil,d ",deletion,The lace was of a delicate ivory color faintly tinted with yellow,0.018518000000000034,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0051.wav,arctic_a0051,0.55048,0.568998,"z,sil,d ",deletion,The lace was of a delicate ivory color faintly tinted with yellow,0.018518000000000034,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0054.wav,arctic_a0054,1.11,1.14,"DH,D,s ",substitution,There was nothing on the rock,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0054.wav,arctic_a0054,1.11,1.14,"ð,d,s ",substitution,There was nothing on the rock,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0060.wav,arctic_a0060,2.22,2.25,"K,sil,d ",deletion,Anyway no one saw her like that,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0060.wav,arctic_a0060,2.22,2.25,"k,sil,d ",deletion,Anyway no one saw her like that,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0063.wav,arctic_a0063,1.907244,1.93,"T,sil,d ",deletion,Yes it was a man who asked a stranger,0.022756,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0063.wav,arctic_a0063,2.45,2.48,"JH,G,s",substitution,Yes it was a man who asked a stranger,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0063.wav,arctic_a0063,1.907244,1.93,"t,sil,d ",deletion,Yes it was a man who asked a stranger,0.022756,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0063.wav,arctic_a0063,2.45,2.48,"dʒ,ɡ,s ",substitution,Yes it was a man who asked a stranger,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0065.wav,arctic_a0065,1.1,1.13,"L,W,s",substitution,They closed now until his fingers were like cords of steel,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0065.wav,arctic_a0065,3.24,3.27,"D,sil,d ",deletion,They closed now until his fingers were like cords of steel,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0065.wav,arctic_a0065,1.1,1.13,"l,w,s",substitution,They closed now until his fingers were like cords of steel,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0065.wav,arctic_a0065,3.24,3.27,"d,sil,d ",deletion,They closed now until his fingers were like cords of steel,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0067.wav,arctic_a0067,0.26,0.29,"R,sil,d ",deletion,Surely I will excuse you she cried,0.02999999999999997,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0067.wav,arctic_a0067,0.91,0.94,"K,sil,d ",deletion,Surely I will excuse you she cried,0.029999999999999916,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0067.wav,arctic_a0067,0.26,0.29,"ɹ,sil,d ",deletion,Surely I will excuse you she cried,0.02999999999999997,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0067.wav,arctic_a0067,0.91,0.94,"k,sil,d ",deletion,Surely I will excuse you she cried,0.029999999999999916,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0071.wav,arctic_a0071,0.611383,0.636541,"DH,sil,d ",deletion,What was the object of your little sensation,0.025158000000000014,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0071.wav,arctic_a0071,0.611383,0.636541,"ð,sil,d ",deletion,What was the object of your little sensation,0.025158000000000014,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0073.wav,arctic_a0073,1.11,1.14,"Z,sil,d ",deletion,The promoter's eyes were heavy with little puffy bags under them,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0073.wav,arctic_a0073,1.11,1.14,"z,sil,d ",deletion,The promoter's eyes were heavy with little puffy bags under them,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0075.wav,arctic_a0075,0.16,0.19,"R,sil,d ",deletion,There has been a change she interrupted him,0.03,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0075.wav,arctic_a0075,0.16,0.19,"ɹ,sil,d ",deletion,There has been a change she interrupted him,0.03,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0076.wav,arctic_a0076,1.12,1.15,"AA1,AO1,s",substitution,The gray eyes faltered the flush deepened,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0076.wav,arctic_a0076,1.12,1.15,"ɑ,ɔ,s",substitution,The gray eyes faltered the flush deepened,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0077.wav,arctic_a0077,0.44,0.47,"Z,sil,d ",deletion,It is the fire partly she said,0.02999999999999997,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0077.wav,arctic_a0077,0.44,0.47,"z,sil,d ",deletion,It is the fire partly she said,0.02999999999999997,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0082.wav,arctic_a0082,0.44,0.47,"S,sil,d ",deletion,His face was streaming with blood,0.02999999999999997,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0082.wav,arctic_a0082,1.03385,1.06,"sil,L,a",addition,His face was streaming with blood,0.026150000000000118,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0082.wav,arctic_a0082,0.44,0.47,"s,sil,d ",deletion,His face was streaming with blood,0.02999999999999997,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0082.wav,arctic_a0082,1.03385,1.06,"sil,l,a",addition,His face was streaming with blood,0.026150000000000118,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0088.wav,arctic_a0088,2.89,2.92,"D,sil,d ",deletion,He made sure that the magazine was loaded and resumed his paddling,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0088.wav,arctic_a0088,2.89,2.92,"d,sil,d ",deletion,He made sure that the magazine was loaded and resumed his paddling,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0092.wav,arctic_a0092,3.54,3.57,"Z,sil,d ",deletion,He went down in midstream searching the shadows of both shores,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0092.wav,arctic_a0092,3.54,3.57,"z,sil,d ",deletion,He went down in midstream searching the shadows of both shores,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0095.wav,arctic_a0095,2.1,2.13,"DH,D,s ",substitution,A big canvas tent was the first thing to come within his vision,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0095.wav,arctic_a0095,2.1,2.13,"ð,d,s ",substitution,A big canvas tent was the first thing to come within his vision,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0096.wav,arctic_a0096,0.54,0.57,"S,sil,d ",deletion,Perhaps she had already met her fate a little deeper in the forest,0.029999999999999916,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0096.wav,arctic_a0096,0.54,0.57,"s,sil,d ",deletion,Perhaps she had already met her fate a little deeper in the forest,0.029999999999999916,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0097.wav,arctic_a0097,3.58,3.61,"Z,sil,d ",deletion,Then you can arrange yourself comfortably among these robes in the bow,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0097.wav,arctic_a0097,3.75,3.78,"DH,D,s ",substitution,Then you can arrange yourself comfortably among these robes in the bow,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0097.wav,arctic_a0097,3.58,3.61,"z,sil,d ",deletion,Then you can arrange yourself comfortably among these robes in the bow,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0097.wav,arctic_a0097,3.75,3.78,"ð,d,s ",substitution,Then you can arrange yourself comfortably among these robes in the bow,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0099.wav,arctic_a0099,1.85,1.88,"N,sil,d ",deletion,A maddening joy pounded in his brain,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0099.wav,arctic_a0099,1.85,1.88,"n,sil,d ",deletion,A maddening joy pounded in his brain,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0106.wav,arctic_a0106,4.28,4.31,"TH,T,s",substitution,The emotion which she had suppressed burst forth now in a choking sob,0.02999999999999936,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0106.wav,arctic_a0106,4.28,4.31,"θ,t,s",substitution,The emotion which she had suppressed burst forth now in a choking sob,0.02999999999999936,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0108.wav,arctic_a0108,0.38,0.41,"EY1,AA,s",substitution,He waded into the edge of the water and began scrubbing himself,0.02999999999999997,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0108.wav,arctic_a0108,3.06,3.09,"NG,sil,d",deletion,He waded into the edge of the water and began scrubbing himself,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0108.wav,arctic_a0108,0.38,0.41,"e,ɑ,s",substitution,He waded into the edge of the water and began scrubbing himself,0.02999999999999997,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0109.wav,arctic_a0109,2.72,2.75,"S,sil,d",deletion,Do you know that you are shaking my confidence in you,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0109.wav,arctic_a0109,2.72,2.75,"s,sil,d",deletion,Do you know that you are shaking my confidence in you,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0111.wav,arctic_a0111,4.24,4.27,"D,sil,d",deletion,Instead he joined her and they ate like two hungry children,0.02999999999999936,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0111.wav,arctic_a0111,4.24,4.27,"d,sil,d",deletion,Instead he joined her and they ate like two hungry children,0.02999999999999936,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0113.wav,arctic_a0113,0.54,0.57,"Z,sil,d",deletion,I suppose you picked that lingo up among the Indians,0.029999999999999916,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0113.wav,arctic_a0113,0.93,0.96,"T,sil,d",deletion,I suppose you picked that lingo up among the Indians,0.029999999999999916,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0113.wav,arctic_a0113,0.54,0.57,"z,sil,d",deletion,I suppose you picked that lingo up among the Indians,0.029999999999999916,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0113.wav,arctic_a0113,0.93,0.96,"t,sil,d",deletion,I suppose you picked that lingo up among the Indians,0.029999999999999916,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0116.wav,arctic_a0116,5.36,5.39,"AH0,sil,d",deletion,Was it the rendezvous of those who were striving to work his ruin,0.02999999999999936,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0116.wav,arctic_a0116,5.36,5.39,"ə,sil,d",deletion,Was it the rendezvous of those who were striving to work his ruin,0.02999999999999936,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0120.wav,arctic_a0120,2.73,2.76,"AA1,AH,s",substitution,My right foot feels like that of a Chinese debutante,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0120.wav,arctic_a0120,2.81,2.84,"T,sil,d",deletion,My right foot feels like that of a Chinese debutante,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0120.wav,arctic_a0120,2.73,2.76,"ɑ,ə,s",substitution,My right foot feels like that of a Chinese debutante,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0120.wav,arctic_a0120,2.81,2.84,"t,sil,d",deletion,My right foot feels like that of a Chinese debutante,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,1.35,1.38,"DH,D,s",substitution,They ate dinner at the fifth and rested for two hours,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0121.wav,arctic_a0121,1.35,1.38,"ð,d,s",substitution,They ate dinner at the fifth and rested for two hours,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,1.85,1.88,"Z,sil,d",deletion,Two years ago I gave up civilization for this,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0122.wav,arctic_a0122,1.85,1.88,"z,sil,d",deletion,Two years ago I gave up civilization for this,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,2.93,2.96,"sil,K,a",addition,He was determined now to maintain a more certain hold upon himself,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0125.wav,arctic_a0125,2.93,2.96,"sil,k,a",addition,He was determined now to maintain a more certain hold upon himself,0.029999999999999805,True,very_short_duration
l2_arctic,HQTV,Vietnamese,M,train,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0127.wav,arctic_a0127,0.66,0.69,"AH0,sil,d",deletion,It was a temptation but he resisted it,0.029999999999999916,True,very_short_duration
