speaker_id,utterance_id,audio_path,start_time,end_time,true_error_type,predicted_error_type,confidence,is_correct,prob_deletion,prob_substitution
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,1.29,1.33,substitution,deletion,0.790847659111023,False,0.790847659111023,0.20915231108665466
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,3.698202,4.030929,deletion,substitution,0.7818230390548706,False,0.2181769609451294,0.7818230390548706
THV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,1.31263,1.342825,substitution,deletion,0.7811142802238464,False,0.7811142802238464,0.21888577938079834
THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,0.89,0.92,substitution,deletion,0.780052900314331,False,0.780052900314331,0.21994709968566895
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,3.93,3.96,substitution,deletion,0.7786979079246521,False,0.7786979079246521,0.2213021218776703
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,0.49,0.61,deletion,substitution,0.7745137214660645,False,0.22548629343509674,0.7745137214660645
THV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,0.52,0.541169,substitution,deletion,0.7713249921798706,False,0.7713249921798706,0.22867505252361298
HQTV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,0.71,0.74,substitution,deletion,0.7709434628486633,False,0.7709434628486633,0.22905652225017548
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,2.22,2.25,substitution,deletion,0.7697592377662659,False,0.7697592377662659,0.2302408367395401
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,5.65,5.68,substitution,deletion,0.7573046088218689,False,0.7573046088218689,0.2426954060792923
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,1.7,1.73,substitution,deletion,0.7496805191040039,False,0.7496805191040039,0.2503194808959961
HQTV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,1.34,1.37,substitution,deletion,0.7477051019668579,False,0.7477051019668579,0.2522949278354645
THV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,3.43,3.46,substitution,deletion,0.7471350431442261,False,0.7471350431442261,0.2528650164604187
THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,1.71,1.74,substitution,deletion,0.7439635396003723,False,0.7439635396003723,0.2560364603996277
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,2.5,2.53,substitution,deletion,0.7415177226066589,False,0.7415177226066589,0.25848227739334106
PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,6.31,6.34,substitution,deletion,0.7384223341941833,False,0.7384223341941833,0.26157763600349426
THV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,0.48,0.51,substitution,deletion,0.7382936477661133,False,0.7382936477661133,0.2617063820362091
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,2.68,2.74,deletion,substitution,0.7351869940757751,False,0.26481300592422485,0.7351869940757751
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,0.85,0.88,substitution,deletion,0.7333869338035583,False,0.7333869338035583,0.26661309599876404
THV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,1.35,1.38,substitution,deletion,0.7269771099090576,False,0.7269771099090576,0.2730228900909424
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,0.13,0.2,deletion,substitution,0.7230837941169739,False,0.2769162058830261,0.7230837941169739
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,0.6,0.63,substitution,deletion,0.7187716364860535,False,0.7187716364860535,0.28122830390930176
THV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0481.wav,3.1,3.2,deletion,substitution,0.718006432056427,False,0.2819935381412506,0.718006432056427
PNV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0481.wav,1.71,1.75,substitution,deletion,0.716147780418396,False,0.716147780418396,0.283852219581604
HQTV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,2.48,2.51,substitution,deletion,0.7128676176071167,False,0.7128676176071167,0.2871323823928833
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,3.3,3.33,substitution,deletion,0.7021888494491577,False,0.7021888494491577,0.2978111207485199
PNV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0534.wav,0.54,0.58,substitution,deletion,0.7009774446487427,False,0.7009774446487427,0.2990225851535797
PNV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0518.wav,0.23,0.29,deletion,substitution,0.6867631077766418,False,0.31323692202568054,0.6867631077766418
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,0.91,0.95,substitution,deletion,0.6773314476013184,False,0.6773314476013184,0.32266852259635925
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,1.77,1.82,substitution,deletion,0.6768529415130615,False,0.6768529415130615,0.3231470584869385
HQTV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0488.wav,0.49,0.55,deletion,substitution,0.6588343381881714,False,0.3411656320095062,0.6588343381881714
THV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,2.71,2.75,substitution,deletion,0.6530884504318237,False,0.6530884504318237,0.34691154956817627
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,2.22,2.27,substitution,deletion,0.6427897214889526,False,0.6427897214889526,0.357210248708725
THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,1.62,1.68,substitution,deletion,0.637242317199707,False,0.637242317199707,0.36275768280029297
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,2.46,2.51,substitution,deletion,0.6363402605056763,False,0.6363402605056763,0.36365967988967896
THV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,1.66,1.73,deletion,substitution,0.6344841122627258,False,0.36551591753959656,0.6344841122627258
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,1.37,1.43,deletion,substitution,0.6153765916824341,False,0.38462337851524353,0.6153765916824341
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,2.52,2.56,substitution,deletion,0.6121261715888977,False,0.6121261715888977,0.3878738582134247
PNV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0481.wav,1.75,1.8,deletion,substitution,0.6104346513748169,False,0.3895653784275055,0.6104346513748169
TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,3.53,3.57,substitution,deletion,0.6101634502410889,False,0.6101634502410889,0.3898365795612335
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,4.5,4.57,deletion,substitution,0.6090148091316223,False,0.3909852206707001,0.6090148091316223
PNV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0518.wav,1.55,1.62,deletion,substitution,0.6071380376815796,False,0.392861932516098,0.6071380376815796
PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,4.44,4.48,deletion,substitution,0.6027423143386841,False,0.3972577452659607,0.6027423143386841
HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,2.21,2.26,deletion,substitution,0.598960280418396,False,0.4010396897792816,0.598960280418396
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,3.12,3.213622,deletion,substitution,0.5914819836616516,False,0.4085180163383484,0.5914819836616516
THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,0.15,0.2,deletion,substitution,0.5864276885986328,False,0.4135722517967224,0.5864276885986328
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,0.47,0.52,deletion,substitution,0.5859902501106262,False,0.4140097498893738,0.5859902501106262
HQTV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0503.wav,0.39,0.44,deletion,substitution,0.5857664346694946,False,0.4142335057258606,0.5857664346694946
HQTV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0534.wav,3.94,3.99,substitution,deletion,0.5802791118621826,False,0.5802791118621826,0.4197208881378174
HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,2.47,2.51,substitution,deletion,0.5794743299484253,False,0.5794743299484253,0.4205256998538971
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,1.41,1.45,substitution,deletion,0.5762492418289185,False,0.5762492418289185,0.42375078797340393
HQTV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,0.2,0.25,deletion,substitution,0.5697399973869324,False,0.43025997281074524,0.5697399973869324
TLV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0488.wav,4.46,4.51,deletion,substitution,0.5615095496177673,False,0.4384904205799103,0.5615095496177673
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,1.16,1.23,deletion,substitution,0.553065836429596,False,0.44693419337272644,0.553065836429596
TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,2.29,2.34,substitution,deletion,0.5449091196060181,False,0.5449091196060181,0.4550909101963043
PNV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0481.wav,2.22,2.27,deletion,substitution,0.5427263975143433,False,0.45727357268333435,0.5427263975143433
HQTV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0503.wav,3.1,3.18,deletion,substitution,0.5381616950035095,False,0.46183836460113525,0.5381616950035095
THV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0469.wav,0.89,0.93,substitution,deletion,0.5338146686553955,False,0.5338146686553955,0.4661853611469269
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,2.91,2.96,deletion,substitution,0.5240856409072876,False,0.4759143590927124,0.5240856409072876
THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,1.82,1.88,deletion,substitution,0.5147628784179688,False,0.48523715138435364,0.5147628784179688
HQTV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,5.1,5.15,deletion,substitution,0.5134928822517395,False,0.4865071177482605,0.5134928822517395
THV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0469.wav,0.67,0.71,substitution,deletion,0.5127165913581848,False,0.5127165913581848,0.4872834086418152
