speaker_id,utterance_id,audio_path,start_time,end_time,true_error_type,stage1_prediction,stage1_confidence,stage2_prediction,stage2_confidence,predicted_error_type,confidence,is_correct,prob_stage1_addition,prob_stage1_non_addition,prob_stage2_deletion,prob_stage2_substitution
THV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,0.43,0.54,deletion,non_addition,0.6082040667533875,substitution,0.7950007915496826,substitution,0.7950007915496826,False,0.39179590344429016,0.6082040667533875,0.20499923825263977,0.7950007915496826
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,3.83,3.86,substitution,non_addition,0.6233507990837097,deletion,0.791424572467804,deletion,0.791424572467804,False,0.3766492009162903,0.6233507990837097,0.791424572467804,0.20857539772987366
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,1.29,1.33,substitution,non_addition,0.6186975240707397,deletion,0.790847659111023,deletion,0.790847659111023,False,0.38130250573158264,0.6186975240707397,0.790847659111023,0.20915231108665466
THV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,1.31263,1.342825,substitution,non_addition,0.623775064945221,deletion,0.7811142802238464,deletion,0.7811142802238464,False,0.37622490525245667,0.623775064945221,0.7811142802238464,0.21888577938079834
THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,0.89,0.92,substitution,non_addition,0.6359288692474365,deletion,0.780052900314331,deletion,0.780052900314331,False,0.3640710711479187,0.6359288692474365,0.780052900314331,0.21994709968566895
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,3.93,3.96,substitution,non_addition,0.6397599577903748,deletion,0.7786979079246521,deletion,0.7786979079246521,False,0.36024001240730286,0.6397599577903748,0.7786979079246521,0.2213021218776703
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,0.49,0.61,deletion,non_addition,0.5568007230758667,substitution,0.7745137214660645,substitution,0.7745137214660645,False,0.4431992471218109,0.5568007230758667,0.22548629343509674,0.7745137214660645
THV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,0.52,0.541169,substitution,non_addition,0.6381925940513611,deletion,0.7713249921798706,deletion,0.7713249921798706,False,0.3618074357509613,0.6381925940513611,0.7713249921798706,0.22867505252361298
HQTV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,0.71,0.74,substitution,non_addition,0.6303360462188721,deletion,0.7709434628486633,deletion,0.7709434628486633,False,0.36966392397880554,0.6303360462188721,0.7709434628486633,0.22905652225017548
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,2.22,2.25,substitution,non_addition,0.6273717880249023,deletion,0.7697592377662659,deletion,0.7697592377662659,False,0.37262818217277527,0.6273717880249023,0.7697592377662659,0.2302408367395401
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,3.415836,3.67,addition,non_addition,0.5514178276062012,substitution,0.7638766765594482,substitution,0.7638766765594482,False,0.44858214259147644,0.5514178276062012,0.23612329363822937,0.7638766765594482
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,5.65,5.68,substitution,non_addition,0.6257569789886475,deletion,0.7573046088218689,deletion,0.7573046088218689,False,0.3742430508136749,0.6257569789886475,0.7573046088218689,0.2426954060792923
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,1.7,1.73,substitution,non_addition,0.6767584681510925,deletion,0.7496805191040039,deletion,0.7496805191040039,False,0.32324153184890747,0.6767584681510925,0.7496805191040039,0.2503194808959961
HQTV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,1.34,1.37,substitution,non_addition,0.6417635083198547,deletion,0.7477051019668579,deletion,0.7477051019668579,False,0.35823649168014526,0.6417635083198547,0.7477051019668579,0.2522949278354645
HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,2.570345,2.643577,addition,non_addition,0.5292747020721436,substitution,0.7475365996360779,substitution,0.7475365996360779,False,0.47072526812553406,0.5292747020721436,0.2524634003639221,0.7475365996360779
THV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,3.43,3.46,substitution,non_addition,0.640331506729126,deletion,0.7471350431442261,deletion,0.7471350431442261,False,0.3596685230731964,0.640331506729126,0.7471350431442261,0.2528650164604187
THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,1.71,1.74,substitution,non_addition,0.6381321549415588,deletion,0.7439635396003723,deletion,0.7439635396003723,False,0.36186790466308594,0.6381321549415588,0.7439635396003723,0.2560364603996277
HQTV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,3.97456,4.07,addition,non_addition,0.5776765942573547,substitution,0.7424123287200928,substitution,0.7424123287200928,False,0.42232346534729004,0.5776765942573547,0.2575877010822296,0.7424123287200928
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,2.5,2.53,substitution,non_addition,0.664882481098175,deletion,0.7415177226066589,deletion,0.7415177226066589,False,0.33511748909950256,0.664882481098175,0.7415177226066589,0.25848227739334106
PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,6.31,6.34,substitution,non_addition,0.6508335471153259,deletion,0.7384223341941833,deletion,0.7384223341941833,False,0.3491663932800293,0.6508335471153259,0.7384223341941833,0.26157763600349426
THV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,0.48,0.51,substitution,non_addition,0.6262003183364868,deletion,0.7382936477661133,deletion,0.7382936477661133,False,0.3737996518611908,0.6262003183364868,0.7382936477661133,0.2617063820362091
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,0.85,0.88,substitution,non_addition,0.6305270791053772,deletion,0.7333869338035583,deletion,0.7333869338035583,False,0.3694729208946228,0.6305270791053772,0.7333869338035583,0.26661309599876404
THV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,1.35,1.38,substitution,non_addition,0.6458790898323059,deletion,0.7269771099090576,deletion,0.7269771099090576,False,0.3541208505630493,0.6458790898323059,0.7269771099090576,0.2730228900909424
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,0.6,0.63,substitution,non_addition,0.6336954236030579,deletion,0.7187716364860535,deletion,0.7187716364860535,False,0.36630457639694214,0.6336954236030579,0.7187716364860535,0.28122830390930176
THV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0481.wav,3.1,3.2,deletion,non_addition,0.5686221122741699,substitution,0.718006432056427,substitution,0.718006432056427,False,0.4313778579235077,0.5686221122741699,0.2819935381412506,0.718006432056427
PNV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0481.wav,1.71,1.75,substitution,non_addition,0.6177421808242798,deletion,0.716147780418396,deletion,0.716147780418396,False,0.38225775957107544,0.6177421808242798,0.716147780418396,0.283852219581604
HQTV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,2.48,2.51,substitution,non_addition,0.6589376330375671,deletion,0.7128676176071167,deletion,0.7128676176071167,False,0.34106236696243286,0.6589376330375671,0.7128676176071167,0.2871323823928833
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,3.3,3.33,substitution,non_addition,0.6454465389251709,deletion,0.7021888494491577,deletion,0.7021888494491577,False,0.3545534610748291,0.6454465389251709,0.7021888494491577,0.2978111207485199
PNV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0534.wav,0.54,0.58,substitution,non_addition,0.6027708053588867,deletion,0.7009774446487427,deletion,0.7009774446487427,False,0.39722925424575806,0.6027708053588867,0.7009774446487427,0.2990225851535797
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,0.91,0.95,substitution,non_addition,0.6174386739730835,deletion,0.6773314476013184,deletion,0.6773314476013184,False,0.3825612962245941,0.6174386739730835,0.6773314476013184,0.32266852259635925
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,1.77,1.82,substitution,non_addition,0.5749361515045166,deletion,0.6768529415130615,deletion,0.6768529415130615,False,0.425063818693161,0.5749361515045166,0.6768529415130615,0.3231470584869385
THV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,2.71,2.75,substitution,non_addition,0.6058322787284851,deletion,0.6530884504318237,deletion,0.6530884504318237,False,0.3941676914691925,0.6058322787284851,0.6530884504318237,0.34691154956817627
THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,3.19,3.237365,addition,non_addition,0.5043192505836487,substitution,0.6484411358833313,substitution,0.6484411358833313,False,0.4956807494163513,0.5043192505836487,0.3515588641166687,0.6484411358833313
PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,1.56,1.62,substitution,addition,0.6460188627243042,,,addition,0.6460188627243042,False,0.6460188627243042,0.3539811670780182,,
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,2.22,2.27,substitution,non_addition,0.5670223832130432,deletion,0.6427897214889526,deletion,0.6427897214889526,False,0.4329776167869568,0.5670223832130432,0.6427897214889526,0.357210248708725
THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,1.62,1.68,substitution,non_addition,0.5453009605407715,deletion,0.637242317199707,deletion,0.637242317199707,False,0.4546990692615509,0.5453009605407715,0.637242317199707,0.36275768280029297
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,2.46,2.51,substitution,non_addition,0.5562291741371155,deletion,0.6363402605056763,deletion,0.6363402605056763,False,0.4437708258628845,0.5562291741371155,0.6363402605056763,0.36365967988967896
PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,4.07,4.14,substitution,addition,0.6326410174369812,,,addition,0.6326410174369812,False,0.6326410174369812,0.3673589825630188,,
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,2.43,2.5,substitution,addition,0.6258703470230103,,,addition,0.6258703470230103,False,0.6258703470230103,0.37412965297698975,,
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,1.37,1.43,deletion,non_addition,0.5286858081817627,substitution,0.6153765916824341,substitution,0.6153765916824341,False,0.4713141918182373,0.5286858081817627,0.38462337851524353,0.6153765916824341
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,2.52,2.56,substitution,non_addition,0.6142880916595459,deletion,0.6121261715888977,deletion,0.6121261715888977,False,0.3857119381427765,0.6142880916595459,0.6121261715888977,0.3878738582134247
PNV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0481.wav,1.75,1.8,deletion,non_addition,0.5548643469810486,substitution,0.6104346513748169,substitution,0.6104346513748169,False,0.4451356530189514,0.5548643469810486,0.3895653784275055,0.6104346513748169
TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,3.53,3.57,substitution,non_addition,0.6001222133636475,deletion,0.6101634502410889,deletion,0.6101634502410889,False,0.3998778164386749,0.6001222133636475,0.6101634502410889,0.3898365795612335
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,2.68,2.74,deletion,addition,0.6043664813041687,,,addition,0.6043664813041687,False,0.6043664813041687,0.3956335484981537,,
THV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0527.wav,1.16,1.25,substitution,addition,0.6043039560317993,,,addition,0.6043039560317993,False,0.6043039560317993,0.39569607377052307,,
PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,4.44,4.48,deletion,non_addition,0.5033268332481384,substitution,0.6027423143386841,substitution,0.6027423143386841,False,0.49667319655418396,0.5033268332481384,0.3972577452659607,0.6027423143386841
HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,2.21,2.26,deletion,non_addition,0.5581153035163879,substitution,0.598960280418396,substitution,0.598960280418396,False,0.44188472628593445,0.5581153035163879,0.4010396897792816,0.598960280418396
HQTV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,3.08,3.15,substitution,addition,0.5943193435668945,,,addition,0.5943193435668945,False,0.5943193435668945,0.4056806266307831,,
TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,2.57,2.67,substitution,addition,0.5938843488693237,,,addition,0.5938843488693237,False,0.5938843488693237,0.4061156213283539,,
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,3.12,3.213622,deletion,non_addition,0.5296444296836853,substitution,0.5914819836616516,substitution,0.5914819836616516,False,0.4703555405139923,0.5296444296836853,0.4085180163383484,0.5914819836616516
THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,0.15,0.2,deletion,non_addition,0.51523756980896,substitution,0.5864276885986328,substitution,0.5864276885986328,False,0.48476240038871765,0.51523756980896,0.4135722517967224,0.5864276885986328
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,0.47,0.52,deletion,non_addition,0.5070928335189819,substitution,0.5859902501106262,substitution,0.5859902501106262,False,0.4929071366786957,0.5070928335189819,0.4140097498893738,0.5859902501106262
HQTV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0503.wav,0.39,0.44,deletion,non_addition,0.5351853966712952,substitution,0.5857664346694946,substitution,0.5857664346694946,False,0.4648146331310272,0.5351853966712952,0.4142335057258606,0.5857664346694946
THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,0.51,0.598069,substitution,addition,0.5803542137145996,,,addition,0.5803542137145996,False,0.5803542137145996,0.4196458160877228,,
HQTV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0534.wav,3.94,3.99,substitution,non_addition,0.5481069684028625,deletion,0.5802791118621826,deletion,0.5802791118621826,False,0.4518930912017822,0.5481069684028625,0.5802791118621826,0.4197208881378174
HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,2.47,2.51,substitution,non_addition,0.5879278182983398,deletion,0.5794743299484253,deletion,0.5794743299484253,False,0.41207218170166016,0.5879278182983398,0.5794743299484253,0.4205256998538971
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,1.41,1.45,substitution,non_addition,0.5947714447975159,deletion,0.5762492418289185,deletion,0.5762492418289185,False,0.4052285850048065,0.5947714447975159,0.5762492418289185,0.42375078797340393
PNV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0488.wav,3.91,4.0,substitution,addition,0.5727335214614868,,,addition,0.5727335214614868,False,0.5727335214614868,0.42726650834083557,,
HQTV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,0.2,0.25,deletion,non_addition,0.5627882480621338,substitution,0.5697399973869324,substitution,0.5697399973869324,False,0.4372117221355438,0.5627882480621338,0.43025997281074524,0.5697399973869324
HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,3.195169,3.41,substitution,addition,0.5617863535881042,,,addition,0.5617863535881042,False,0.5617863535881042,0.43821364641189575,,
TLV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0488.wav,4.46,4.51,deletion,non_addition,0.5531289577484131,substitution,0.5615095496177673,substitution,0.5615095496177673,False,0.4468710124492645,0.5531289577484131,0.4384904205799103,0.5615095496177673
PNV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0469.wav,2.18,2.25,substitution,addition,0.5604570508003235,,,addition,0.5604570508003235,False,0.5604570508003235,0.4395430088043213,,
PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,3.66,3.72,deletion,addition,0.5589437484741211,,,addition,0.5589437484741211,False,0.5589437484741211,0.44105619192123413,,
PNV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0469.wav,1.66,1.77,substitution,addition,0.5540940165519714,,,addition,0.5540940165519714,False,0.5540940165519714,0.4459059238433838,,
PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,3.29,3.36,substitution,addition,0.5515875220298767,,,addition,0.5515875220298767,False,0.5515875220298767,0.4484124779701233,,
PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,3.83,3.9,substitution,addition,0.5499342083930969,,,addition,0.5499342083930969,False,0.5499342083930969,0.4500657916069031,,
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,4.12,4.23,substitution,addition,0.5481101870536804,,,addition,0.5481101870536804,False,0.5481101870536804,0.45188984274864197,,
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,3.59,3.66,substitution,addition,0.5474039316177368,,,addition,0.5474039316177368,False,0.5474039316177368,0.45259609818458557,,
HQTV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,2.32,2.39,substitution,addition,0.5457560420036316,,,addition,0.5457560420036316,False,0.5457560420036316,0.45424389839172363,,
