speaker_id,utterance_id,audio_path,start_time,end_time,true_error_type,predicted_error_type,confidence,is_correct,prob_addition,prob_deletion,prob_substitution
TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,0.9,1.01,deletion,substitution,0.6376987099647522,False,0.28500625491142273,0.07729507237672806,0.6376987099647522
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,1.310495,2.210495,addition,substitution,0.6373177766799927,False,0.25050070881843567,0.11218150705099106,0.6373177766799927
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,3.83,3.86,substitution,deletion,0.6359731554985046,False,0.19307152926921844,0.6359731554985046,0.1709553450345993
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,1.29,1.33,substitution,deletion,0.6358832120895386,False,0.19696089625358582,0.6358832120895386,0.16715595126152039
HQTV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,0.71,0.74,substitution,deletion,0.6313719153404236,False,0.20075927674770355,0.6313719153404236,0.16786879301071167
THV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0481.wav,1.78,1.85,deletion,substitution,0.6293292045593262,False,0.278558611869812,0.09211217612028122,0.6293292045593262
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,3.93,3.96,substitution,deletion,0.6289111375808716,False,0.19999660551548004,0.6289111375808716,0.17109224200248718
THV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,1.31263,1.342825,substitution,deletion,0.6256799697875977,False,0.19722118973731995,0.6256799697875977,0.17709879577159882
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,5.65,5.68,substitution,deletion,0.62385094165802,False,0.19810627400875092,0.62385094165802,0.17804278433322906
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,2.22,2.25,substitution,deletion,0.6238442659378052,False,0.19622132182121277,0.6238442659378052,0.17993439733982086
TLV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,2.89,3.06,deletion,substitution,0.621296226978302,False,0.2692558169364929,0.10944798588752747,0.621296226978302
THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,0.89,0.92,substitution,deletion,0.6189276576042175,False,0.19995485246181488,0.6189276576042175,0.18111751973628998
THV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,4.45,4.53,deletion,substitution,0.6128774285316467,False,0.305181086063385,0.08194152265787125,0.6128774285316467
THV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,0.52,0.541169,substitution,deletion,0.612489640712738,False,0.20387360453605652,0.612489640712738,0.18363672494888306
HQTV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,1.34,1.37,substitution,deletion,0.6123480200767517,False,0.20370568335056305,0.6123480200767517,0.18394632637500763
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,0.85,0.88,substitution,deletion,0.6109776496887207,False,0.207460418343544,0.6109776496887207,0.18156199157238007
THV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,3.43,3.46,substitution,deletion,0.6093058586120605,False,0.2085452675819397,0.6093058586120605,0.18214888870716095
THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,1.71,1.74,substitution,deletion,0.6057464480400085,False,0.20633231103420258,0.6057464480400085,0.1879211962223053
THV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,0.48,0.51,substitution,deletion,0.6013340950012207,False,0.2084747552871704,0.6013340950012207,0.19019117951393127
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,1.7,1.73,substitution,deletion,0.5977026224136353,False,0.21633167564868927,0.5977026224136353,0.1859656721353531
PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,6.31,6.34,substitution,deletion,0.5956871509552002,False,0.20995323359966278,0.5956871509552002,0.1943596452474594
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,2.5,2.53,substitution,deletion,0.5955092906951904,False,0.21274209022521973,0.5955092906951904,0.19174867868423462
HQTV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0488.wav,4.83444,4.914694,addition,substitution,0.5943334102630615,False,0.3065507411956787,0.09911583364009857,0.5943334102630615
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,0.88,0.96,deletion,substitution,0.5900222063064575,False,0.3826082944869995,0.027369441464543343,0.5900222063064575
THV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,1.35,1.38,substitution,deletion,0.5872508883476257,False,0.2179844230413437,0.5872508883476257,0.194764643907547
TLV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,2.62,2.76664,addition,substitution,0.5759581327438354,False,0.3683631420135498,0.055678706616163254,0.5759581327438354
HQTV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,2.48,2.51,substitution,deletion,0.5741372108459473,False,0.22068752348423004,0.5741372108459473,0.2051752507686615
PNV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0481.wav,1.71,1.75,substitution,deletion,0.5723936557769775,False,0.23698335886001587,0.5723936557769775,0.19062292575836182
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,1.77,1.82,substitution,deletion,0.5678680539131165,False,0.22906261682510376,0.5678680539131165,0.2030692845582962
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,3.3,3.33,substitution,deletion,0.5641165971755981,False,0.2187650501728058,0.5641165971755981,0.21711839735507965
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,0.6,0.63,substitution,deletion,0.5587501525878906,False,0.21747763454914093,0.5587501525878906,0.22377216815948486
PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,3.66,3.72,deletion,substitution,0.5581939816474915,False,0.39762887358665466,0.04417717456817627,0.5581939816474915
PNV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0534.wav,0.54,0.58,substitution,deletion,0.5573791861534119,False,0.23915793001651764,0.5573791861534119,0.2034628689289093
THV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,1.565515,1.66,addition,substitution,0.5572283267974854,False,0.4006781578063965,0.042093537747859955,0.5572283267974854
PNV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0488.wav,0.98,1.04,deletion,substitution,0.5542678236961365,False,0.32301825284957886,0.12271390855312347,0.5542678236961365
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,2.46,2.51,substitution,deletion,0.5515931248664856,False,0.24766969680786133,0.5515931248664856,0.20073719322681427
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,0.23,0.33,deletion,substitution,0.5499264001846313,False,0.3248486816883087,0.12522488832473755,0.5499264001846313
HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,3.77,3.87,deletion,substitution,0.548294723033905,False,0.3258271813392639,0.12587809562683105,0.548294723033905
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,2.22,2.27,substitution,deletion,0.5469834208488464,False,0.2418053299188614,0.5469834208488464,0.21121126413345337
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,0.91,0.95,substitution,deletion,0.5408645272254944,False,0.22867967188358307,0.5408645272254944,0.23045577108860016
THV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,0.43,0.54,deletion,substitution,0.5407137870788574,False,0.3180530071258545,0.1412331908941269,0.5407137870788574
PNV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0469.wav,0.96,1.03,deletion,substitution,0.5403990745544434,False,0.3559870421886444,0.10361388325691223,0.5403990745544434
THV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,2.71,2.75,substitution,deletion,0.5387999415397644,False,0.2419472336769104,0.5387999415397644,0.2192528396844864
THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,1.62,1.68,substitution,deletion,0.5290067195892334,False,0.24959203600883484,0.5290067195892334,0.22140122950077057
THV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,3.45,3.52,deletion,substitution,0.5242418050765991,False,0.3918284475803375,0.08392975479364395,0.5242418050765991
HQTV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,0.72,0.78,deletion,substitution,0.5212303400039673,False,0.3503815531730652,0.12838812172412872,0.5212303400039673
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,0.49,0.61,deletion,substitution,0.5168960690498352,False,0.3395061492919922,0.1435977667570114,0.5168960690498352
TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,3.53,3.57,substitution,deletion,0.5164812803268433,False,0.2608702480792999,0.5164812803268433,0.2226485162973404
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,0.96,1.01,deletion,substitution,0.49481287598609924,False,0.37901976704597473,0.12616735696792603,0.49481287598609924
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,2.52,2.56,substitution,deletion,0.4904034435749054,False,0.2501193881034851,0.4904034435749054,0.2594771683216095
HQTV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,3.97456,4.07,addition,substitution,0.48857381939888,False,0.3062390387058258,0.20518718659877777,0.48857381939888
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,2.69,2.75,deletion,substitution,0.48848390579223633,False,0.35686805844306946,0.15464800596237183,0.48848390579223633
PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,1.56,1.62,substitution,addition,0.4842057526111603,False,0.4842057526111603,0.07703813165426254,0.43875619769096375
THV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0481.wav,3.1,3.2,deletion,substitution,0.48355522751808167,False,0.32753509283065796,0.18890969455242157,0.48355522751808167
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,0.31,0.38,deletion,substitution,0.4805964231491089,False,0.3824124038219452,0.13699118793010712,0.4805964231491089
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,3.415836,3.67,addition,substitution,0.48042139410972595,False,0.34814995527267456,0.17142868041992188,0.48042139410972595
HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,2.47,2.51,substitution,deletion,0.47875604033470154,False,0.2685415744781494,0.47875604033470154,0.25270238518714905
THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,0.598069,0.668279,addition,substitution,0.47870171070098877,False,0.4723014235496521,0.04899681359529495,0.47870171070098877
HQTV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0534.wav,3.94,3.99,substitution,deletion,0.4744627773761749,False,0.2686229348182678,0.4744627773761749,0.25691428780555725
PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,4.07,4.14,substitution,addition,0.47398504614830017,False,0.47398504614830017,0.12297569215297699,0.40303924679756165
TLV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,1.17,1.24,deletion,substitution,0.47289249300956726,False,0.3659847676753998,0.161122664809227,0.47289249300956726
TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,2.29,2.34,substitution,deletion,0.46817898750305176,False,0.2804013192653656,0.46817898750305176,0.25141963362693787
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,1.41,1.45,substitution,deletion,0.4635739028453827,False,0.27502742409706116,0.4635739028453827,0.26139864325523376
THV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0527.wav,1.16,1.25,substitution,addition,0.46192455291748047,False,0.46192455291748047,0.1681598424911499,0.36991557478904724
TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,2.57,2.67,substitution,addition,0.4564977288246155,False,0.4564977288246155,0.15968814492225647,0.38381409645080566
TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,1.5,1.59,addition,substitution,0.4562453329563141,False,0.4011578857898712,0.14259682595729828,0.4562453329563141
HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,2.570345,2.643577,addition,substitution,0.4561389982700348,False,0.33742207288742065,0.20643900334835052,0.4561389982700348
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,3.698202,4.030929,deletion,substitution,0.4548802077770233,False,0.4313119053840637,0.11380792409181595,0.4548802077770233
THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,0.51,0.598069,substitution,addition,0.45313137769699097,False,0.45313137769699097,0.19963541626930237,0.34723320603370667
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,4.126406,4.179873,addition,deletion,0.4509000778198242,False,0.28342971205711365,0.4509000778198242,0.26567021012306213
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,2.68,2.74,deletion,addition,0.44873759150505066,False,0.44873759150505066,0.1967213749885559,0.3545410633087158
THV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0469.wav,0.67,0.71,substitution,deletion,0.4408003091812134,False,0.30009979009628296,0.4408003091812134,0.2590998709201813
THV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,2.49,2.55,addition,substitution,0.4376249611377716,False,0.3708755075931549,0.1914994865655899,0.4376249611377716
TLV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0488.wav,2.29,2.35,substitution,deletion,0.4246973395347595,False,0.3071039617061615,0.4246973395347595,0.26819872856140137
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,0.13,0.2,deletion,substitution,0.41346868872642517,False,0.36232537031173706,0.22420597076416016,0.41346868872642517
THV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0469.wav,0.89,0.93,substitution,deletion,0.412495881319046,False,0.2963610589504242,0.412495881319046,0.2911430299282074
PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,3.83,3.9,substitution,addition,0.4108140766620636,False,0.4108140766620636,0.29231029748916626,0.29687565565109253
HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,1.37,1.43,deletion,substitution,0.40693971514701843,False,0.3028569519519806,0.2902033030986786,0.40693971514701843
PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,4.44,4.48,deletion,addition,0.40134239196777344,False,0.40134239196777344,0.2887647747993469,0.3098928928375244
THV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,2.13,2.18,substitution,deletion,0.39432451128959656,False,0.31328192353248596,0.39432451128959656,0.2923935651779175
PNV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0518.wav,0.23,0.29,deletion,substitution,0.3915054500102997,False,0.36291059851646423,0.2455838918685913,0.3915054500102997
THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,1.82,1.88,deletion,substitution,0.38893625140190125,False,0.2757113575935364,0.33535248041152954,0.38893625140190125
HQTV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0488.wav,0.49,0.55,deletion,substitution,0.3875666856765747,False,0.346315860748291,0.26611751317977905,0.3875666856765747
PNV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0518.wav,2.78,2.82,substitution,deletion,0.3798818290233612,False,0.318096399307251,0.3798818290233612,0.3020218014717102
HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,2.21,2.26,deletion,substitution,0.37812215089797974,False,0.31154775619506836,0.3103300929069519,0.37812215089797974
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,0.81,0.86,substitution,deletion,0.3755257725715637,False,0.3124363124370575,0.3755257725715637,0.3120379149913788
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,3.59,3.66,substitution,addition,0.3734190762042999,False,0.3734190762042999,0.26955074071884155,0.35703015327453613
TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,0.31,0.36,substitution,deletion,0.3726404905319214,False,0.3232659697532654,0.3726404905319214,0.30409350991249084
TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,0.18,0.28,substitution,addition,0.3716329038143158,False,0.3716329038143158,0.2986237704753876,0.32974329590797424
PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,0.27,0.32,substitution,addition,0.3704463243484497,False,0.3704463243484497,0.29203659296035767,0.33751705288887024
TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,3.461418,3.501519,substitution,addition,0.3695637881755829,False,0.3695637881755829,0.35401153564453125,0.27642467617988586
HQTV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,2.22,2.28,substitution,addition,0.3685932159423828,False,0.3685932159423828,0.2695325016975403,0.3618743121623993
THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,3.19,3.237365,addition,substitution,0.36605292558670044,False,0.3506433963775635,0.2833036780357361,0.36605292558670044
HQTV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0488.wav,2.25,2.3,substitution,deletion,0.36458921432495117,False,0.3272635042667389,0.36458921432495117,0.30814725160598755
HQTV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,0.81,0.9,substitution,addition,0.36449500918388367,False,0.36449500918388367,0.3245615065097809,0.31094348430633545
THV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,1.66,1.73,deletion,addition,0.3598158061504364,False,0.3598158061504364,0.31162959337234497,0.32855457067489624
PNV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0518.wav,1.55,1.62,deletion,addition,0.3584015667438507,False,0.3584015667438507,0.3264444172382355,0.3151540458202362
TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,4.5,4.57,deletion,substitution,0.3537231385707855,False,0.32010722160339355,0.3261696696281433,0.3537231385707855
PNV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0469.wav,1.47,1.51,substitution,addition,0.3507603108882904,False,0.3507603108882904,0.3154747486114502,0.3337650001049042
TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,0.47,0.52,deletion,substitution,0.3388313353061676,False,0.32667550444602966,0.33449316024780273,0.3388313353061676
