held_out_speaker,split,speaker_id,l1,utterance_id,start_time,end_time,label,actual_error_type,predicted_error_type,confidence,audio_path,target_text
HQTV,test,HQTV,Vietnamese,arctic_a0006,2.98,3.03,"DH,D,s ",substitution,addition,0.7715429067611694,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0006.wav,God bless 'em I hope I'll go on seeing them forever
HQTV,test,HQTV,Vietnamese,arctic_a0007,0.44,0.49,"AO1,OW1,s",substitution,addition,0.6772441267967224,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0007.wav,And you always want to see it in the superlative degree
HQTV,test,HQTV,Vietnamese,arctic_a0007,0.77,0.8,"Z,sil,d ",deletion,addition,0.5032852292060852,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0007.wav,And you always want to see it in the superlative degree
HQTV,test,HQTV,Vietnamese,arctic_a0007,2.11,2.17,"DH,D,s ",substitution,addition,0.7333660125732422,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0007.wav,And you always want to see it in the superlative degree
HQTV,test,HQTV,Vietnamese,arctic_a0008,2.41,2.47,"T,sil,d ",deletion,substitution,0.48692411184310913,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0008.wav,Gad your letter came just in time
HQTV,test,HQTV,Vietnamese,arctic_a0010,0.19,0.26,"P,B,s",substitution,addition,0.577700674533844,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0010.wav,I'm playing a single hand in what looks like a losing game
HQTV,test,HQTV,Vietnamese,arctic_a0010,0.97,1.02,"AH0,OW*,s ",substitution,addition,0.6179681420326233,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0010.wav,I'm playing a single hand in what looks like a losing game
HQTV,test,HQTV,Vietnamese,arctic_a0010,3.58,3.68,"EY1,EH*,s",substitution,addition,0.7188630700111389,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0010.wav,I'm playing a single hand in what looks like a losing game
HQTV,test,HQTV,Vietnamese,arctic_a0011,0.19,0.24,"F,B,s",substitution,addition,0.661589503288269,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0011.wav,If I ever needed a fighter in my life I need one now
HQTV,test,HQTV,Vietnamese,arctic_a0011,0.59,0.65,"ER0,AH0,s ",substitution,addition,0.7252999544143677,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0011.wav,If I ever needed a fighter in my life I need one now
HQTV,test,HQTV,Vietnamese,arctic_a0011,0.92,0.99,"IH0,IY0,s",substitution,addition,0.67658931016922,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0011.wav,If I ever needed a fighter in my life I need one now
HQTV,test,HQTV,Vietnamese,arctic_a0013,4.19,4.27,"V,P,s",substitution,deletion,0.6177694201469421,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,He was a head shorter than his companion of almost delicate physique
HQTV,test,HQTV,Vietnamese,arctic_a0013,6.12,6.2,"AH0,IY0,s",substitution,addition,0.7704549431800842,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,He was a head shorter than his companion of almost delicate physique
HQTV,test,HQTV,Vietnamese,arctic_a0013,7.08,7.17,"IY1,IH1,s",substitution,addition,0.8033475279808044,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0013.wav,He was a head shorter than his companion of almost delicate physique
HQTV,test,HQTV,Vietnamese,arctic_a0018,0.29,0.34,"R,sil,d ",deletion,addition,0.7736796736717224,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0018.wav,There was a change now
HQTV,test,HQTV,Vietnamese,arctic_a0018,0.34,0.4,"sil,Z,a",addition,deletion,0.4795133173465729,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0018.wav,There was a change now
HQTV,test,HQTV,Vietnamese,arctic_a0019,0.65,0.68,"DH,D,s ",substitution,addition,0.5186837911605835,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
HQTV,test,HQTV,Vietnamese,arctic_a0019,0.96,0.99,"N,sil,d ",deletion,addition,0.4808109700679779,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
HQTV,test,HQTV,Vietnamese,arctic_a0019,0.99,1.04,"AH1,AA*,s",substitution,addition,0.6136171817779541,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
HQTV,test,HQTV,Vietnamese,arctic_a0019,1.04,1.11,"V,P,s",substitution,deletion,0.6244133114814758,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
HQTV,test,HQTV,Vietnamese,arctic_a0019,1.15,1.19,"DH,sil,d ",deletion,addition,0.669743537902832,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
HQTV,test,HQTV,Vietnamese,arctic_a0019,1.19,1.22,"AH1,sil,d ",deletion,addition,0.4521823823451996,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
HQTV,test,HQTV,Vietnamese,arctic_a0019,1.67,1.74,"D,sil,d ",deletion,addition,0.7297466993331909,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
HQTV,test,HQTV,Vietnamese,arctic_a0019,2.32,2.41,"D,sil,d ",deletion,substitution,0.5576123595237732,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
HQTV,test,HQTV,Vietnamese,arctic_a0019,3.36,3.39,"S,Z,s",substitution,deletion,0.48907166719436646,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
HQTV,test,HQTV,Vietnamese,arctic_a0019,3.42,3.55,"Z,sil,d ",deletion,substitution,0.4425327777862549,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
HQTV,test,HQTV,Vietnamese,arctic_a0020,0.38,0.49,"Z,S,s ",substitution,addition,0.5788567662239075,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,Clubs and balls and cities grew to be only memories
HQTV,test,HQTV,Vietnamese,arctic_a0020,0.71,0.74,"AO1,OW1,s",substitution,deletion,0.4933528006076813,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,Clubs and balls and cities grew to be only memories
HQTV,test,HQTV,Vietnamese,arctic_a0020,1.2,1.26,"IH1,IY1,s",substitution,addition,0.7484501004219055,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,Clubs and balls and cities grew to be only memories
HQTV,test,HQTV,Vietnamese,arctic_a0020,1.925137,1.95597,"G,K,s",substitution,addition,0.46814656257629395,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,Clubs and balls and cities grew to be only memories
HQTV,test,HQTV,Vietnamese,arctic_a0021,0.17,0.21,"T,S,s ",substitution,deletion,0.4545116126537323,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,It fairly clubbed me into recognizing it
HQTV,test,HQTV,Vietnamese,arctic_a0021,0.51,0.56,"R,sil,d ",deletion,addition,0.5517871379852295,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,It fairly clubbed me into recognizing it
HQTV,test,HQTV,Vietnamese,arctic_a0021,0.95,0.99,"D,sil,d ",deletion,addition,0.6203072667121887,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,It fairly clubbed me into recognizing it
HQTV,test,HQTV,Vietnamese,arctic_a0021,1.3,1.35,"IH0,IY0,s",substitution,addition,0.6274458169937134,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,It fairly clubbed me into recognizing it
HQTV,test,HQTV,Vietnamese,arctic_a0022,1.160157,1.27,"sil,W,a",addition,substitution,0.557112455368042,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
HQTV,test,HQTV,Vietnamese,arctic_a0022,1.53,1.58,"R,AH0,s",substitution,deletion,0.5522326827049255,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
HQTV,test,HQTV,Vietnamese,arctic_a0022,2.33,2.39,"EY1,EH1,s",substitution,addition,0.6911002397537231,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
HQTV,test,HQTV,Vietnamese,arctic_a0022,2.39,2.44,"D,K,s",substitution,deletion,0.46182459592819214,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
HQTV,test,HQTV,Vietnamese,arctic_a0022,3.38,3.46,"AH0,IY2,s",substitution,addition,0.7122275829315186,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
HQTV,test,HQTV,Vietnamese,arctic_a0022,3.79,3.85,"R,W,s",substitution,deletion,0.5075374841690063,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
HQTV,test,HQTV,Vietnamese,arctic_a0022,6.02,6.07,"ER0,AH0,s ",substitution,deletion,0.4518359899520874,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
HQTV,test,HQTV,Vietnamese,arctic_a0022,6.76,6.84,"SH,S,s",substitution,addition,0.5884503722190857,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
HQTV,test,HQTV,Vietnamese,arctic_a0023,0.9,0.985726,"V,P,s",substitution,deletion,0.6038922667503357,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
HQTV,test,HQTV,Vietnamese,arctic_a0023,1.77,1.861577,"sil,Z,a",addition,substitution,0.5671183466911316,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
HQTV,test,HQTV,Vietnamese,arctic_a0023,2.56,2.63,"IH0,IY0,s",substitution,addition,0.6961293816566467,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
HQTV,test,HQTV,Vietnamese,arctic_a0023,2.83,2.86,"L,W,s",substitution,deletion,0.4961061477661133,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
HQTV,test,HQTV,Vietnamese,arctic_a0023,4.39,4.44,"D,sil,d ",deletion,addition,0.5464150309562683,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
HQTV,test,HQTV,Vietnamese,arctic_a0023,4.71,4.81,"AH0,AE0,s",substitution,addition,0.5411679744720459,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
HQTV,test,HQTV,Vietnamese,arctic_a0023,5.57,5.62,"R,sil,d ",deletion,addition,0.47578418254852295,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
HQTV,test,HQTV,Vietnamese,arctic_a0023,5.62,5.67,"DH,D,s ",substitution,addition,0.7409951090812683,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
HQTV,test,HQTV,Vietnamese,arctic_a0023,6.566393,6.603063,"IH0,sil,d ",deletion,addition,0.44483962655067444,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
HQTV,test,HQTV,Vietnamese,arctic_a0024,0.45,0.48,"Z,R,s",substitution,deletion,0.5210859179496765,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
HQTV,test,HQTV,Vietnamese,arctic_a0024,1.2,1.27,"S,sil,d ",deletion,addition,0.490229994058609,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
HQTV,test,HQTV,Vietnamese,arctic_a0024,1.47,1.51,"AH1,AO1,s",substitution,addition,0.46503782272338867,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
HQTV,test,HQTV,Vietnamese,arctic_a0024,1.56,1.59,"DH,D,s ",substitution,deletion,0.5599721074104309,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
HQTV,test,HQTV,Vietnamese,arctic_a0024,2.68,2.77,"IH1,IY1,s",substitution,addition,0.5140013098716736,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
HQTV,test,HQTV,Vietnamese,arctic_a0024,4.68,4.72,"AH0,OW*,s ",substitution,addition,0.6711423397064209,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
HQTV,test,HQTV,Vietnamese,arctic_a0024,4.72,4.78,"L,sil,d  ",deletion,addition,0.5601158738136292,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
HQTV,test,HQTV,Vietnamese,arctic_a0025,2.28,2.34,"ER0,AH0,s ",substitution,addition,0.6285519003868103,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0025.wav,I was about to do this when cooler judgment prevailed
HQTV,test,HQTV,Vietnamese,arctic_a0025,3.23,3.28,"D,sil,d ",deletion,addition,0.5287330746650696,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0025.wav,I was about to do this when cooler judgment prevailed
HQTV,test,HQTV,Vietnamese,arctic_a0026,1.81,1.89,"R,sil,d ",deletion,addition,0.5493804216384888,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0026.wav,It occurred to me that there would have to be an accounting
HQTV,test,HQTV,Vietnamese,arctic_a0026,2.09,2.12,"D,T,s",substitution,deletion,0.4993875324726105,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0026.wav,It occurred to me that there would have to be an accounting
HQTV,test,HQTV,Vietnamese,arctic_a0026,2.273055,2.363871,"sil,N,a",addition,deletion,0.4120467007160187,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0026.wav,It occurred to me that there would have to be an accounting
HQTV,test,HQTV,Vietnamese,arctic_a0027,0.43,0.5,"ER0,AH0,s ",substitution,addition,0.7295348048210144,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor
HQTV,test,HQTV,Vietnamese,arctic_a0027,1.37,1.46,"AH0,IY0,s",substitution,addition,0.7505524754524231,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor
HQTV,test,HQTV,Vietnamese,arctic_a0027,3.21,3.25,"AH0,sil,d",deletion,addition,0.6785213947296143,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor
HQTV,test,HQTV,Vietnamese,arctic_a0027,3.31,3.34,"L,sil,d ",deletion,addition,0.510076105594635,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor
HQTV,test,HQTV,Vietnamese,arctic_a0027,3.85,3.88,"AE2,sil,d",deletion,addition,0.4877088665962219,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor
HQTV,test,HQTV,Vietnamese,arctic_a0027,3.88,3.91,"Z,sil,d ",deletion,addition,0.4993928372859955,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor
HQTV,test,HQTV,Vietnamese,arctic_a0028,0.19,0.25,"AA1,AO1,s",substitution,deletion,0.43840405344963074,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0028.wav,Robbery bribery fraud
HQTV,test,HQTV,Vietnamese,arctic_a0028,1.22,1.26,"AY1,IY1,s",substitution,addition,0.5516970157623291,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0028.wav,Robbery bribery fraud
HQTV,test,HQTV,Vietnamese,arctic_a0029,0.23,0.29,"R,AH0,s ",substitution,addition,0.5739482045173645,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0029.wav,Their forces were already moving into the north country
HQTV,test,HQTV,Vietnamese,arctic_a0029,0.72,0.99,"Z,sil,d ",deletion,substitution,0.6102151274681091,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0029.wav,Their forces were already moving into the north country
HQTV,test,HQTV,Vietnamese,arctic_a0029,1.86,1.9,"ER0,AH0,s ",substitution,addition,0.4581226110458374,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0029.wav,Their forces were already moving into the north country
HQTV,test,HQTV,Vietnamese,arctic_a0029,1.95,2.06,"L,sil,d ",deletion,substitution,0.6213857531547546,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0029.wav,Their forces were already moving into the north country
HQTV,test,HQTV,Vietnamese,arctic_a0029,2.94,2.97,"DH,D,s ",substitution,addition,0.47878894209861755,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0029.wav,Their forces were already moving into the north country
HQTV,test,HQTV,Vietnamese,arctic_a0030,0.34,0.38,"D,V,s",substitution,deletion,0.6052795052528381,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0030.wav,I had faith in them
HQTV,test,HQTV,Vietnamese,arctic_a0030,1.07,1.11,"DH,D,s ",substitution,addition,0.6760352253913879,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0030.wav,I had faith in them
HQTV,test,HQTV,Vietnamese,arctic_a0031,1.7,1.74,"D,sil,d ",deletion,addition,0.4573986530303955,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0031.wav,They were three hundred yards apart
HQTV,test,HQTV,Vietnamese,arctic_a0032,0.29,0.36,"IH1,IY1,s",substitution,addition,0.6003818511962891,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0032.wav,Since then some mysterious force has been fighting us at every step
HQTV,test,HQTV,Vietnamese,arctic_a0032,0.51,0.55,"DH,D,s ",substitution,addition,0.6705203056335449,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0032.wav,Since then some mysterious force has been fighting us at every step
HQTV,test,HQTV,Vietnamese,arctic_a0032,1.39,1.43,"IY1,IH1,s",substitution,addition,0.6929252743721008,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0032.wav,Since then some mysterious force has been fighting us at every step
HQTV,test,HQTV,Vietnamese,arctic_a0032,2.38,2.46,"R,sil,d ",deletion,substitution,0.5214493870735168,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0032.wav,Since then some mysterious force has been fighting us at every step
HQTV,test,HQTV,Vietnamese,arctic_a0032,3.27,3.31,"IH1,IY1,s",substitution,addition,0.7204816341400146,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0032.wav,Since then some mysterious force has been fighting us at every step
HQTV,test,HQTV,Vietnamese,arctic_a0036,0.62,0.66,"D,sil,d ",deletion,addition,0.6622254252433777,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0036.wav,She turned in at the hotel
HQTV,test,HQTV,Vietnamese,arctic_a0036,0.66,0.73,"IH1,IY1,s",substitution,addition,0.5924393534660339,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0036.wav,She turned in at the hotel
HQTV,test,HQTV,Vietnamese,arctic_a0036,0.76,0.79,"AE1,T,s",substitution,deletion,0.4938548803329468,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0036.wav,She turned in at the hotel
HQTV,test,HQTV,Vietnamese,arctic_a0036,1.5,1.63,"L,W,s",substitution,addition,0.6439163088798523,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0036.wav,She turned in at the hotel
HQTV,test,HQTV,Vietnamese,arctic_a0037,1.62,1.68,"D,sil,d ",deletion,addition,0.4112984240055084,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0037.wav,I was the only one who remained sitting
HQTV,test,HQTV,Vietnamese,arctic_a0037,1.77,1.84,"IH1,IY1,s",substitution,addition,0.7640470862388611,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0037.wav,I was the only one who remained sitting
HQTV,test,HQTV,Vietnamese,arctic_a0038,0.31,0.34,"L,W,s",substitution,addition,0.5340954661369324,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0038.wav,We'll have to watch our chances
HQTV,test,HQTV,Vietnamese,arctic_a0038,1.57,1.65,"R,sil,d ",deletion,addition,0.49584901332855225,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0038.wav,We'll have to watch our chances
HQTV,test,HQTV,Vietnamese,arctic_a0039,0.068747,0.1,"DH,D,s ",substitution,addition,0.5391975045204163,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0039.wav,The ship should be in within a week or ten days
HQTV,test,HQTV,Vietnamese,arctic_a0039,2.49,2.56,"R,sil,d ",deletion,addition,0.4338131844997406,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0039.wav,The ship should be in within a week or ten days
HQTV,test,HQTV,Vietnamese,arctic_a0040,1.14,1.21,"ER0,AH0,s ",substitution,addition,0.5463947057723999,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0040.wav,I suppose you wonder why she is coming up here
HQTV,test,HQTV,Vietnamese,arctic_a0040,3.14,3.28,"R,AH0,s ",substitution,addition,0.6080919504165649,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0040.wav,I suppose you wonder why she is coming up here
HQTV,test,HQTV,Vietnamese,arctic_a0041,0.66,0.71,"L,sil,d ",deletion,addition,0.5845254063606262,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0041.wav,Meanwhile I'll go out to breathe a spell
