crop_mode,speaker_id,utterance_id,audio_path,start_time,end_time,true_error_type,predicted_error_type,confidence,is_correct,prob_addition,prob_deletion,prob_substitution
context_0_10,THV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0527.wav,1.05,1.16,substitution,deletion,0.4455515742301941,False,0.3067221939563751,0.4455515742301941,0.247726172208786
original_segment,THV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,1.75,1.97,substitution,addition,0.44466325640678406,False,0.44466325640678406,0.15155382454395294,0.4037828743457794
original_segment,THV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,3.05,3.12,substitution,deletion,0.4446173906326294,False,0.22873342037200928,0.4446173906326294,0.32664918899536133
original_segment,HQTV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,3.68,3.86,addition,substitution,0.4446059465408325,False,0.3984939754009247,0.15690001845359802,0.4446059465408325
original_segment,THV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0481.wav,1.71,1.78,substitution,addition,0.44425106048583984,False,0.44425106048583984,0.19367417693138123,0.3620747923851013
original_segment,PNV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0518.wav,3.17,3.36,substitution,addition,0.44307374954223633,False,0.44307374954223633,0.14572572708129883,0.41120052337646484
original_segment,TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,0.9,1.01,deletion,addition,0.441970556974411,False,0.441970556974411,0.15874257683753967,0.3992869257926941
original_segment,THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,5.24,5.32,substitution,addition,0.44047561287879944,False,0.44047561287879944,0.20942503213882446,0.3500993549823761
context_0_10,PNV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0488.wav,2.96,3.03,deletion,substitution,0.4401679039001465,False,0.28912553191185,0.27070653438568115,0.4401679039001465
original_segment,THV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0488.wav,0.91,1.04,substitution,addition,0.44003209471702576,False,0.44003209471702576,0.12470775842666626,0.435260146856308
original_segment,PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,0.04,0.11,substitution,deletion,0.43882617354393005,False,0.2345040738582611,0.43882617354393005,0.32666972279548645
original_segment,TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,3.51,3.59,substitution,addition,0.4383735656738281,False,0.4383735656738281,0.21945565938949585,0.34217068552970886
original_segment,PNV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0518.wav,1.55,1.62,deletion,substitution,0.4383300840854645,False,0.2312128245830536,0.3304571211338043,0.4383300840854645
context_0_10,PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,3.66,3.72,deletion,substitution,0.437905877828598,False,0.2919430136680603,0.27015113830566406,0.437905877828598
original_segment,TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,5.65,5.68,substitution,deletion,0.4364977180957794,False,0.27829509973526,0.4364977180957794,0.28520721197128296
context_0_10,TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,3.698202,4.030929,deletion,substitution,0.4364542067050934,False,0.3050505816936493,0.25849515199661255,0.4364542067050934
context_0_10,HQTV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0465.wav,2.61,2.73,substitution,deletion,0.432498961687088,False,0.2699410319328308,0.432498961687088,0.2975600063800812
original_segment,TLV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0509.wav,1.29,1.33,substitution,deletion,0.4324876368045807,False,0.29018616676330566,0.4324876368045807,0.2773262560367584
context_0_10,TLV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,1.17,1.24,deletion,substitution,0.43149277567863464,False,0.2932785153388977,0.27522873878479004,0.43149277567863464
original_segment,HQTV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0469.wav,1.34,1.37,substitution,deletion,0.4312429130077362,False,0.2932630479335785,0.4312429130077362,0.2754940688610077
original_segment,PNV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0534.wav,0.54,0.58,substitution,deletion,0.43038466572761536,False,0.2874011695384979,0.43038466572761536,0.28221413493156433
original_segment,HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,0.43,0.57,substitution,addition,0.42986953258514404,False,0.42986953258514404,0.15260301530361176,0.41752752661705017
original_segment,TLV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0534.wav,2.24,2.32,substitution,addition,0.42884525656700134,False,0.42884525656700134,0.24713917076587677,0.3240154981613159
original_segment,TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,0.18,0.28,substitution,deletion,0.428575724363327,False,0.24407823383808136,0.428575724363327,0.3273460566997528
original_segment,PNV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0469.wav,1.47,1.51,substitution,deletion,0.42795300483703613,False,0.2952257990837097,0.42795300483703613,0.27682119607925415
original_segment,PNV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0465.wav,7.16,7.22,substitution,deletion,0.42674481868743896,False,0.257074236869812,0.42674481868743896,0.3161809742450714
context_0_10,THV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,3.45,3.52,deletion,substitution,0.4266755282878876,False,0.27968862652778625,0.29363584518432617,0.4266755282878876
context_0_10,THV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,0.52,0.541169,substitution,deletion,0.4263343811035156,False,0.3145332932472229,0.4263343811035156,0.2591322958469391
original_segment,PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,0.81,0.86,substitution,deletion,0.42628321051597595,False,0.297550231218338,0.42628321051597595,0.2761665880680084
context_0_10,TLV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0503.wav,0.96,1.01,deletion,substitution,0.42598268389701843,False,0.2928301692008972,0.28118711709976196,0.42598268389701843
original_segment,HQTV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0534.wav,3.08,3.12,deletion,substitution,0.42595532536506653,False,0.27032470703125,0.3037199378013611,0.42595532536506653
original_segment,THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,0.51,0.62458,substitution,addition,0.4247373640537262,False,0.4247373640537262,0.22056613862514496,0.35469648241996765
original_segment,HQTV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0527.wav,2.6,2.71,substitution,addition,0.4246171712875366,False,0.4246171712875366,0.25028523802757263,0.3250976502895355
original_segment,THV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,2.49,2.55,addition,deletion,0.42390596866607666,False,0.29691842198371887,0.42390596866607666,0.27917563915252686
original_segment,TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,3.213622,3.33,substitution,addition,0.42243003845214844,False,0.42243003845214844,0.23735500872135162,0.34021496772766113
context_0_10,HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,0.6,0.63,substitution,deletion,0.42129969596862793,False,0.2816183865070343,0.42129969596862793,0.29708194732666016
original_segment,HQTV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0509.wav,2.32,2.39,substitution,deletion,0.4212646186351776,False,0.21106737852096558,0.4212646186351776,0.3676679730415344
original_segment,THV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0527.wav,1.16,1.25,substitution,deletion,0.4210411310195923,False,0.2769201397895813,0.4210411310195923,0.30203866958618164
context_0_10,TLV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0488.wav,4.87,5.08,substitution,deletion,0.4207752048969269,False,0.30377596616744995,0.4207752048969269,0.27544888854026794
original_segment,THV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,0.43,0.54,deletion,substitution,0.42003437876701355,False,0.29633745551109314,0.2836281955242157,0.42003437876701355
context_0_10,TLV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0465.wav,4.53,4.68,substitution,addition,0.41914868354797363,False,0.41914868354797363,0.21355219185352325,0.3672991096973419
context_0_10,PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,3.29,3.36,substitution,deletion,0.41839244961738586,False,0.26445451378822327,0.41839244961738586,0.31715303659439087
original_segment,TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,3.12,3.213622,deletion,substitution,0.4176000654697418,False,0.3230281174182892,0.2593718469142914,0.4176000654697418
context_0_10,PNV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0518.wav,2.78,2.82,substitution,addition,0.4171074330806732,False,0.4171074330806732,0.2641336917877197,0.31875887513160706
original_segment,TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,1.47748,1.667227,addition,substitution,0.41695842146873474,False,0.3699726462364197,0.2130689173936844,0.41695842146873474
original_segment,PNV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0488.wav,2.78,2.92,substitution,addition,0.41692838072776794,False,0.41692838072776794,0.18670763075351715,0.3963640332221985
original_segment,TLV,arctic_b0527,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0527.wav,1.24,1.27,deletion,substitution,0.41607144474983215,False,0.2736925780773163,0.3102359175682068,0.41607144474983215
context_0_10,TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,3.415836,3.67,addition,substitution,0.41456347703933716,False,0.28429633378982544,0.3011402189731598,0.41456347703933716
context_0_15,TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,1.77,1.82,substitution,deletion,0.4143177270889282,False,0.2880900800228119,0.4143177270889282,0.2975921928882599
original_segment,PNV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0534.wav,1.0,1.07,substitution,addition,0.4133242666721344,False,0.4133242666721344,0.2598254382610321,0.3268502652645111
context_0_10,TLV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,2.89,3.06,deletion,substitution,0.4122934341430664,False,0.28796398639678955,0.29974257946014404,0.4122934341430664
original_segment,PNV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0469.wav,1.66,1.77,substitution,addition,0.4118674695491791,False,0.4118674695491791,0.24028681218624115,0.3478457033634186
context_0_10,TLV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0469.wav,1.5,1.59,addition,substitution,0.4117591977119446,False,0.31408411264419556,0.27415668964385986,0.4117591977119446
original_segment,PNV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0509.wav,2.5,2.53,substitution,deletion,0.41148510575294495,False,0.24837158620357513,0.41148510575294495,0.34014323353767395
context_0_10,HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,0.31,0.38,deletion,substitution,0.41115549206733704,False,0.2613866925239563,0.32745781540870667,0.41115549206733704
original_segment,THV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,4.16,4.42,substitution,deletion,0.41011351346969604,False,0.2808656692504883,0.41011351346969604,0.3090207874774933
context_0_10,TLV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0518.wav,1.47748,1.667227,addition,substitution,0.4096171259880066,False,0.3165934681892395,0.2737894058227539,0.4096171259880066
original_segment,PNV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0488.wav,2.96,3.03,deletion,addition,0.4089362323284149,False,0.4089362323284149,0.19618657231330872,0.394877165555954
original_segment,TLV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,0.04,0.11,substitution,deletion,0.40866172313690186,False,0.3109443783760071,0.40866172313690186,0.28039389848709106
context_0_10,THV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0503.wav,0.58,0.62,deletion,substitution,0.40854161977767944,False,0.3204716444015503,0.2709867060184479,0.40854161977767944
context_0_10,HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,2.21,2.26,deletion,substitution,0.40808388590812683,False,0.2719321548938751,0.31998395919799805,0.40808388590812683
original_segment,THV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0518.wav,2.13,2.18,substitution,deletion,0.4072449505329132,False,0.3068740665912628,0.4072449505329132,0.28588101267814636
context_0_10,HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,0.574935,0.68,addition,substitution,0.40655019879341125,False,0.33124345541000366,0.2622063457965851,0.40655019879341125
original_segment,THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,0.2,0.37,substitution,addition,0.40615350008010864,False,0.40615350008010864,0.2562897801399231,0.3375568091869354
original_segment,PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,4.07,4.14,substitution,deletion,0.406033456325531,False,0.24489137530326843,0.406033456325531,0.34907516837120056
context_0_10,HQTV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0481.wav,3.77,3.87,deletion,substitution,0.4052295386791229,False,0.29039129614830017,0.30437907576560974,0.4052295386791229
context_0_10,THV,arctic_b0534,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0534.wav,0.18,0.22,deletion,substitution,0.40510281920433044,False,0.3116573393344879,0.28323987126350403,0.40510281920433044
context_0_10,HQTV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0488.wav,2.25,2.3,substitution,deletion,0.40467891097068787,False,0.28965386748313904,0.40467891097068787,0.3056671917438507
context_0_10,PNV,arctic_b0488,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0488.wav,2.54,2.61,substitution,addition,0.4044029116630554,False,0.4044029116630554,0.3283497095108032,0.26724740862846375
original_segment,TLV,arctic_b0481,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/TLV/wav/arctic_b0481.wav,1.54,1.66,substitution,addition,0.4043829143047333,False,0.4043829143047333,0.2640431225299835,0.3315739929676056
original_segment,PNV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0503.wav,3.29,3.36,substitution,deletion,0.40359824895858765,False,0.30666252970695496,0.40359824895858765,0.2897392511367798
original_segment,THV,arctic_b0465,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0465.wav,1.12,1.24,substitution,addition,0.4027320146560669,False,0.4027320146560669,0.25593364238739014,0.34133434295654297
original_segment,HQTV,arctic_b0518,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,0.6,0.63,substitution,deletion,0.402332603931427,False,0.30509471893310547,0.402332603931427,0.29257264733314514
context_0_10,PNV,arctic_b0469,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0469.wav,1.42,1.47,deletion,substitution,0.4021631181240082,False,0.3137691915035248,0.28406763076782227,0.4021631181240082
context_0_10,HQTV,arctic_b0503,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0503.wav,3.07,3.1,deletion,substitution,0.40198832750320435,False,0.31255778670310974,0.2854539155960083,0.40198832750320435
original_segment,THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,0.3,0.36,substitution,deletion,0.4017069935798645,False,0.30144959688186646,0.4017069935798645,0.2968434691429138
original_segment,THV,arctic_b0509,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0509.wav,0.89,0.92,substitution,addition,0.4011792242527008,False,0.4011792242527008,0.2618469297885895,0.33697381615638733
