split,speaker_id,utterance_id,start_time,end_time,label,actual_error_type,predicted_error_type,audio_path,target_text
val,HQTV,arctic_b0393,0.060000,0.180000,"AY1,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,HQTV,arctic_b0393,0.320000,0.360000,"Z,S,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,HQTV,arctic_b0393,2.720000,2.772935,"sil,HH,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,HQTV,arctic_b0393,0.320000,0.360000,"z,s,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,HQTV,arctic_b0393,2.720000,2.772935,"sil,h,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,HQTV,arctic_b0415,0.230000,0.310000,"sil,S,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,HQTV,arctic_b0415,2.380000,2.460000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,HQTV,arctic_b0415,0.230000,0.310000,"sil,s,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,HQTV,arctic_b0415,2.380000,2.460000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,HQTV,arctic_b0416,2.650000,2.720000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,HQTV,arctic_b0416,3.220000,3.260000,"DH,D,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,HQTV,arctic_b0416,2.650000,2.720000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,HQTV,arctic_b0416,3.220000,3.260000,"ð,d,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,HQTV,arctic_b0425,1.380000,1.509768,"sil,JH,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,PNV,arctic_b0315,0.120000,0.190000,"N,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,PNV,arctic_b0315,0.190000,0.270000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,PNV,arctic_b0315,2.142332,2.263313,"sil,S,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,PNV,arctic_b0315,3.180000,3.210000,"DH,D,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,PNV,arctic_b0315,0.120000,0.190000,"n,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,PNV,arctic_b0315,0.190000,0.270000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,PNV,arctic_b0315,2.142332,2.263313,"sil,s,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,PNV,arctic_b0315,3.180000,3.210000,"ð,d,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,PNV,arctic_b0320,4.010000,4.130000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,PNV,arctic_b0320,4.480000,4.530000,"V,P,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,PNV,arctic_b0320,4.010000,4.130000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,PNV,arctic_b0320,4.480000,4.530000,"v,p,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,PNV,arctic_b0323,2.110000,2.150000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,PNV,arctic_b0323,2.350000,2.410000,"R,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,PNV,arctic_b0323,2.110000,2.150000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,PNV,arctic_b0323,2.350000,2.410000," ɹ,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,PNV,arctic_b0342,0.520000,0.550000,"P,B,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,PNV,arctic_b0342,2.409549,2.480000,"sil,AH,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,PNV,arctic_b0342,0.520000,0.550000,"p,b,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,PNV,arctic_b0342,2.409549,2.480000,"sil,ə,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,PNV,arctic_b0355,1.600000,1.660000,"V,B,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,PNV,arctic_b0355,2.331320,2.365452,"DH,D,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,PNV,arctic_b0355,4.510000,4.570000,"R,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,PNV,arctic_b0355,1.600000,1.660000,"v,b,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,PNV,arctic_b0355,2.331320,2.365452,"ð,d,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,PNV,arctic_b0355,4.510000,4.570000,"ɹ,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,PNV,arctic_b0358,4.180000,4.310000,"L,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,PNV,arctic_b0358,4.180000,4.310000,"l,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,PNV,arctic_b0380,2.440000,2.530000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,PNV,arctic_b0380,4.000000,4.040000,"NG,N,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,PNV,arctic_b0380,2.440000,2.530000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,PNV,arctic_b0380,4.000000,4.040000,"ŋ,n,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,PNV,arctic_b0393,1.470000,1.520000,"P,B,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,PNV,arctic_b0393,1.470000,1.520000,"p,b,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,PNV,arctic_b0415,1.610000,1.640000,"DH,D,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,PNV,arctic_b0415,1.610000,1.640000,"ð,d,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,PNV,arctic_b0416,3.860000,3.890000,"DH,D,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,PNV,arctic_b0416,3.860000,3.890000,"ð,d,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0416.wav,I arose obediently and went down the beach
val,PNV,arctic_b0425,2.080000,2.140000,"L,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,PNV,arctic_b0425,2.739264,2.800000,"sil,D,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,PNV,arctic_b0425,2.080000,2.140000,"l,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,PNV,arctic_b0425,2.739264,2.800000,"sil,d,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/PNV/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,THV,arctic_b0315,0.150000,0.210000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,THV,arctic_b0315,0.210000,0.250000,"DH,D,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,THV,arctic_b0315,0.830000,0.900000,"R,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,THV,arctic_b0315,1.340000,1.380000,"AA2,AH,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,THV,arctic_b0315,0.150000,0.210000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,THV,arctic_b0315,0.210000,0.250000,"ð,d,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,THV,arctic_b0315,0.830000,0.900000,"ɹ,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,THV,arctic_b0315,1.340000,1.380000,"ɑ,ə,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,THV,arctic_b0320,4.623871,4.690000,"sil,AH,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,THV,arctic_b0320,4.623871,4.690000,"sil,ʌ,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,THV,arctic_b0323,3.470000,3.550000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,THV,arctic_b0323,4.170000,4.264262,"sil,IY,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,THV,arctic_b0323,3.470000,3.550000,"d,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,THV,arctic_b0323,4.170000,4.264262,"sil,i,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,THV,arctic_b0342,2.270000,2.340000,"V,B,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,THV,arctic_b0342,2.270000,2.340000,"v,b,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,THV,arctic_b0355,1.551256,1.700000,"sil,SH,a",addition,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,THV,arctic_b0355,3.290000,3.340000,"K,K*,s",substitution,deletion,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,THV,arctic_b0355,5.550000,5.630000,"D,sil,d",deletion,substitution,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/THV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
