evaluation_slice,split,speaker_id,l1,utterance_id,start_time,end_time,label,actual_error_type,predicted_error_type,confidence,audio_path,target_text
val,val,BWC,Chinese,arctic_b0402,2.981088,3.01,"D,S,s",substitution,deletion,0.699144721031189,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/BWC/wav/arctic_b0402.wav,An altruistic act is an act performed for the welfare of others
val,val,BWC,Chinese,arctic_b0415,0.0,0.04,"DH,D,s",substitution,deletion,0.43653765320777893,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/BWC/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,val,BWC,Chinese,arctic_b0415,1.76,1.81,"DH,D,s",substitution,addition,0.43407249450683594,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/BWC/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,val,BWC,Chinese,arctic_b0418,1.23,1.28,"DH,D,s",substitution,addition,0.44676604866981506,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/BWC/wav/arctic_b0418.wav,At that moment I got the impression that she was willowy
val,val,BWC,Chinese,arctic_b0418,3.751037,3.77,"sil,W,a",addition,deletion,0.6921999454498291,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/BWC/wav/arctic_b0418.wav,At that moment I got the impression that she was willowy
val,val,BWC,Chinese,arctic_b0418,3.77,3.81,"L,R,s",substitution,deletion,0.40476924180984497,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/BWC/wav/arctic_b0418.wav,At that moment I got the impression that she was willowy
val,val,BWC,Chinese,arctic_b0422,0.0,0.05,"DH,D,s",substitution,addition,0.4509691894054413,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/BWC/wav/arctic_b0422.wav,This was when the explosion occurred
val,val,EBVS,Spanish,arctic_b0413,2.09,2.27,"N,NG,s ",substitution,addition,0.7396240830421448,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0413.wav,He may desire to escape pain or to enjoy pleasure
val,val,EBVS,Spanish,arctic_b0413,3.34,3.45,"P,B,s ",substitution,deletion,0.3918367326259613,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0413.wav,He may desire to escape pain or to enjoy pleasure
val,val,EBVS,Spanish,arctic_b0434,0.11,0.16,"AH0,EH0,s ",substitution,addition,0.7806228399276733,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0434.wav,The steward has just tendered me a respectful bit of advice
val,val,EBVS,Spanish,arctic_b0434,0.59,0.66,"D,sil,d ",deletion,substitution,0.6845172047615051,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0434.wav,The steward has just tendered me a respectful bit of advice
val,val,EBVS,Spanish,arctic_b0434,0.66,0.74,"HH,HH*,s",substitution,addition,0.5159844160079956,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0434.wav,The steward has just tendered me a respectful bit of advice
val,val,EBVS,Spanish,arctic_b0434,2.644993,2.71,"sil,S,a",addition,deletion,0.4477660059928894,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0434.wav,The steward has just tendered me a respectful bit of advice
val,val,EBVS,Spanish,arctic_b0434,2.71,2.85,"R,ER,s",substitution,addition,0.523036777973175,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0434.wav,The steward has just tendered me a respectful bit of advice
val,val,EBVS,Spanish,arctic_b0434,3.33,3.38,"AH0,UW,s",substitution,addition,0.5418596267700195,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0434.wav,The steward has just tendered me a respectful bit of advice
val,val,EBVS,Spanish,arctic_b0434,3.38,3.52,"L,err,s ",substitution,addition,0.48384174704551697,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0434.wav,The steward has just tendered me a respectful bit of advice
val,val,EBVS,Spanish,arctic_b0461,0.42986,0.46,"R,err,s",substitution,deletion,0.5596668720245361,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0461.wav,By virtue of that power we shall remain in power
val,val,EBVS,Spanish,arctic_b0461,0.62,0.679327,"sil,R,a",addition,substitution,0.44091904163360596,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0461.wav,By virtue of that power we shall remain in power
val,val,EBVS,Spanish,arctic_b0494,1.03,1.17,"JH,CH,s ",substitution,addition,0.5412833094596863,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0494.wav,Never so strange a prophet came up to Jerusalem
val,val,EBVS,Spanish,arctic_b0494,1.5,1.53,"AA1,OW1,s",substitution,deletion,0.7799562215805054,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0494.wav,Never so strange a prophet came up to Jerusalem
val,val,EBVS,Spanish,arctic_b0494,4.53,4.62,"AH0,EH0,s",substitution,addition,0.6770125031471252,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0494.wav,Never so strange a prophet came up to Jerusalem
val,val,EBVS,Spanish,arctic_b0503,2.248454,2.36,"N,NG,s ",substitution,addition,0.36181503534317017,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
val,val,EBVS,Spanish,arctic_b0503,4.11,4.14,"AE1,AA1,s ",substitution,deletion,0.7528180480003357,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
val,val,EBVS,Spanish,arctic_b0503,4.14,4.19,"N,NG,s ",substitution,deletion,0.48880571126937866,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
val,val,EBVS,Spanish,arctic_b0503,4.19,4.29,"D,sil,d",deletion,addition,0.4718788266181946,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0503.wav,The scents of strange vegetation blew off the tropic land
val,val,EBVS,Spanish,arctic_b0534,1.49,1.53,"R,R*,s",substitution,deletion,0.6357134580612183,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
val,val,EBVS,Spanish,arctic_b0534,3.07,3.12,"IH1,IY1,s ",substitution,addition,0.623589038848877,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
val,val,EBVS,Spanish,arctic_b0534,3.67,3.74,"IH1,IY1,s ",substitution,addition,0.4704459309577942,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0534.wav,I'll tell you the librarian said with a brightening face
val,val,EBVS,Spanish,arctic_b0538,0.19,0.22,"DH,D,s ",substitution,deletion,0.623123049736023,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/EBVS/wav/arctic_b0538.wav,At the best they were necessary accessories
val,val,HJK,Korean,arctic_b0355,1.97,2.0,"DH,D,s",substitution,deletion,0.5006020069122314,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HJK/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,HKK,Korean,arctic_b0315,0.27,0.3,"DH, D, s",substitution,deletion,0.5125041604042053,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HKK/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,HKK,Korean,arctic_b0315,3.630482,3.7,"T, sil, d",deletion,substitution,0.44282880425453186,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HKK/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,HKK,Korean,arctic_b0320,0.32,0.41,"AH0, IH, s",substitution,addition,0.6546311974525452,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HKK/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,HKK,Korean,arctic_b0320,2.56,2.62,"AA1, AO, s",substitution,deletion,0.4685450792312622,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HKK/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,HKK,Korean,arctic_b0320,4.466564,4.511949,"sil, AX, a",addition,deletion,0.6026821732521057,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HKK/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,HKK,Korean,arctic_b0425,1.86,1.9,"D, sil, d",deletion,addition,0.48185816407203674,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HKK/wav/arctic_b0425.wav,There were orange green gold green and a copper green
val,val,HQTV,Vietnamese,arctic_b0315,0.25,0.28,"DH,D,s",substitution,deletion,0.4467748999595642,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,HQTV,Vietnamese,arctic_b0315,0.82,0.9,"R,sil,d",deletion,substitution,0.5065101385116577,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,HQTV,Vietnamese,arctic_b0315,1.54,1.61,"ER0,AH,s",substitution,addition,0.44675761461257935,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,HQTV,Vietnamese,arctic_b0315,1.61,1.73,"S,SH,s",substitution,addition,0.6310925483703613,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,HQTV,Vietnamese,arctic_b0315,2.52,2.55,"DH,D,s",substitution,deletion,0.5046486854553223,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,HQTV,Vietnamese,arctic_b0315,2.79,2.89,"L,W,s",substitution,deletion,0.6213930249214172,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0315.wav,And this was their sole conversation throughout the meal
val,val,HQTV,Vietnamese,arctic_b0320,2.86,2.97,"AH0,EY,s",substitution,addition,0.4706631600856781,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,HQTV,Vietnamese,arctic_b0320,3.99,4.02,"sil,D,a",addition,deletion,0.7396588921546936,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,HQTV,Vietnamese,arctic_b0320,4.75,4.81,"T,sil,d",deletion,substitution,0.4611198306083679,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,HQTV,Vietnamese,arctic_b0320,5.28,5.47,"ER0,AH,s",substitution,addition,0.4980890154838562,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0320.wav,The regret in his voice was provocative of a second burst of laughter
val,val,HQTV,Vietnamese,arctic_b0323,5.78,5.944079,"S,sil,d",deletion,substitution,0.5092709064483643,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,val,HQTV,Vietnamese,arctic_b0323,6.68,6.74,"ER0,AH,s",substitution,addition,0.6102349162101746,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0323.wav,Crickets began to chirp and more geese and ducks flew overhead
val,val,HQTV,Vietnamese,arctic_b0342,0.85,0.9,"M,sil,d",deletion,addition,0.5013173818588257,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,val,HQTV,Vietnamese,arctic_b0342,0.96,1.03,"N,M,s",substitution,deletion,0.5338260531425476,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,val,HQTV,Vietnamese,arctic_b0342,2.33,2.36,"Y,IH,s",substitution,deletion,0.5088680386543274,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,val,HQTV,Vietnamese,arctic_b0342,2.59665,2.64,"sil,R,a",addition,deletion,0.39679646492004395,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,val,HQTV,Vietnamese,arctic_b0342,3.1,3.15,"L,W,s",substitution,addition,0.42937371134757996,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0342.wav,Each improvement makes the value of everything else pump up
val,val,HQTV,Vietnamese,arctic_b0355,0.23,0.27,"R,sil,d",deletion,addition,0.4451208710670471,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,HQTV,Vietnamese,arctic_b0355,0.27,0.376895,"sil,S,a",addition,substitution,0.9484637379646301,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,HQTV,Vietnamese,arctic_b0355,1.18,1.23,"IH0,IY,s",substitution,addition,0.471187561750412,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,HQTV,Vietnamese,arctic_b0355,1.665086,1.770007,"sil,S,a",addition,substitution,0.5481640100479126,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,HQTV,Vietnamese,arctic_b0355,2.49,2.52,"DH,D,s",substitution,deletion,0.6036285758018494,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,HQTV,Vietnamese,arctic_b0355,3.26,3.29,"IH0,sil,d",deletion,addition,0.4006483256816864,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,HQTV,Vietnamese,arctic_b0355,3.77,3.85,"ER0,UH,s",substitution,deletion,0.5129221081733704,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0355.wav,There was proper division of labor in the work they individually performed
val,val,HQTV,Vietnamese,arctic_b0358,4.32,4.36,"DH,D,s",substitution,addition,0.6300826072692871,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,HQTV,Vietnamese,arctic_b0358,4.45,4.5,"R,AH,s",substitution,deletion,0.39117103815078735,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,HQTV,Vietnamese,arctic_b0358,4.5,4.58,"sil,S,a",addition,substitution,0.7836503386497498,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,HQTV,Vietnamese,arctic_b0358,4.58,4.65816,"sil,W,a",addition,substitution,0.44512781500816345,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,HQTV,Vietnamese,arctic_b0358,4.65816,4.727298,"sil,AH,a",addition,substitution,0.6706103682518005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,HQTV,Vietnamese,arctic_b0358,4.727298,4.768829,"DH,D,s",substitution,deletion,0.49338483810424805,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0358.wav,The temperature dropped to fifty below zero and remained there the whole trip
val,val,HQTV,Vietnamese,arctic_b0380,0.82,0.86,"L,W,s",substitution,addition,0.505328893661499,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,val,HQTV,Vietnamese,arctic_b0380,3.96,3.99,"D,sil,d",deletion,addition,0.41833779215812683,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0380.wav,He had peeled off his shirt and was wildly waving it
val,val,HQTV,Vietnamese,arctic_b0386,2.8,2.84,"R,IH,s",substitution,deletion,0.7055305242538452,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,val,HQTV,Vietnamese,arctic_b0386,3.73,3.78,"DH,N,s",substitution,addition,0.46317461133003235,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,val,HQTV,Vietnamese,arctic_b0386,4.22,4.3,"V,F,s",substitution,addition,0.4698220193386078,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,val,HQTV,Vietnamese,arctic_b0386,4.3,4.41,"Z,S,s",substitution,addition,0.47050172090530396,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0386.wav,My idea was that he would have more influence over the natives
val,val,HQTV,Vietnamese,arctic_b0393,0.06,0.18,"AY1,sil,d",deletion,substitution,0.7100239992141724,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,val,HQTV,Vietnamese,arctic_b0393,0.32,0.36,"Z,S,s",substitution,deletion,0.47702160477638245,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,val,HQTV,Vietnamese,arctic_b0393,0.59,0.65,"L,W,s",substitution,addition,0.3797953426837921,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0393.wav,I was still weak from my prolonged immersion
val,val,HQTV,Vietnamese,arctic_b0415,0.19,0.23,"R,sil,d",deletion,addition,0.42576709389686584,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
val,val,HQTV,Vietnamese,arctic_b0415,0.23,0.31,"sil,S,a",addition,substitution,0.8685705065727234,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_b0415.wav,There was nothing for us but the wide raw ocean
