context_mode,held_out_speaker,split,speaker_id,l1,utterance_id,start_time,end_time,label,actual_error_type,predicted_error_type,confidence,audio_path,target_text
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0019,1.15,1.19,"DH,sil,d ",deletion,substitution,0.6263304352760315,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0019,1.67,1.74,"D,sil,d ",deletion,substitution,0.468006432056427,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0019,2.32,2.41,"D,sil,d ",deletion,substitution,0.6148684024810791,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0019,2.93,3.0,"R,sil,d ",deletion,substitution,0.4868606925010681,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0019,3.42,3.55,"Z,sil,d ",deletion,substitution,0.49287012219429016,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0019.wav,I followed the line of the proposed railroad looking for chances
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0020,0.71,0.74,"AO1,OW1,s",substitution,deletion,0.4973800480365753,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,Clubs and balls and cities grew to be only memories
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0020,0.93,0.96,"Z,sil,d ",deletion,substitution,0.5115249752998352,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0020.wav,Clubs and balls and cities grew to be only memories
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0021,0.51,0.56,"R,sil,d ",deletion,substitution,0.49667468667030334,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,It fairly clubbed me into recognizing it
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0021,2.34,2.37,"G,sil,d ",deletion,substitution,0.4987262785434723,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0021.wav,It fairly clubbed me into recognizing it
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0022,1.160157,1.27,"sil,W,a",addition,substitution,0.6193448305130005,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0022,1.53,1.58,"R,AH0,s",substitution,deletion,0.4657282531261444,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0022,2.39,2.44,"D,K,s",substitution,deletion,0.4965663254261017,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0022,3.79,3.85,"R,W,s",substitution,deletion,0.5364728569984436,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0022,6.02,6.07,"ER0,AH0,s ",substitution,deletion,0.48731160163879395,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0023,0.9,0.985726,"V,P,s",substitution,deletion,0.5054324865341187,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0023,1.77,1.861577,"sil,Z,a",addition,substitution,0.629577100276947,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0023,2.83,2.86,"L,W,s",substitution,deletion,0.4960312247276306,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0023,3.88,3.93,"R,sil,d ",deletion,substitution,0.6347948908805847,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0023,4.39,4.44,"D,sil,d ",deletion,substitution,0.692225992679596,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0023,5.57,5.62,"R,sil,d ",deletion,substitution,0.5508502125740051,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0024,0.45,0.48,"Z,R,s",substitution,deletion,0.47526124119758606,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0024,1.1,1.15,"R,sil,d ",deletion,substitution,0.48533356189727783,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0024,1.2,1.27,"S,sil,d ",deletion,substitution,0.5105219483375549,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0024,1.56,1.59,"DH,D,s ",substitution,deletion,0.5080369114875793,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0024,1.94,2.01,"R,sil,d ",deletion,substitution,0.5287367701530457,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0024,4.72,4.78,"L,sil,d  ",deletion,substitution,0.5831394791603088,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0026,1.81,1.89,"R,sil,d ",deletion,substitution,0.6101052761077881,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0026.wav,It occurred to me that there would have to be an accounting
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0026,2.09,2.12,"D,T,s",substitution,deletion,0.5660147070884705,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0026.wav,It occurred to me that there would have to be an accounting
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0026,2.273055,2.363871,"sil,N,a",addition,substitution,0.6815862059593201,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0026.wav,It occurred to me that there would have to be an accounting
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0027,0.43,0.5,"ER0,AH0,s ",substitution,addition,0.4589962065219879,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0027,3.21,3.25,"AH0,sil,d",deletion,substitution,0.695594310760498,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0027,3.31,3.34,"L,sil,d ",deletion,substitution,0.4578426778316498,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0027,3.85,3.88,"AE2,sil,d",deletion,substitution,0.5101819038391113,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0027,3.88,3.91,"Z,sil,d ",deletion,substitution,0.4814014434814453,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0027,4.1,4.207089,"sil,S,a",addition,substitution,0.7833410501480103,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0029,0.72,0.99,"Z,sil,d ",deletion,substitution,0.6886677145957947,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0029.wav,Their forces were already moving into the north country
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0029,1.95,2.06,"L,sil,d ",deletion,substitution,0.6419951319694519,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0029.wav,Their forces were already moving into the north country
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0029,2.94,2.97,"DH,D,s ",substitution,deletion,0.4673420190811157,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0029.wav,Their forces were already moving into the north country
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0030,0.34,0.38,"D,V,s",substitution,deletion,0.45353516936302185,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0030.wav,I had faith in them
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0032,2.38,2.46,"R,sil,d ",deletion,substitution,0.6020624041557312,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0032.wav,Since then some mysterious force has been fighting us at every step
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0032,4.83,4.94,"P,F,s",substitution,deletion,0.6000087857246399,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0032.wav,Since then some mysterious force has been fighting us at every step
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0036,0.62,0.66,"D,sil,d ",deletion,substitution,0.591930091381073,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0036.wav,She turned in at the hotel
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0036,0.76,0.79,"AE1,T,s",substitution,deletion,0.6586528420448303,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0036.wav,She turned in at the hotel
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0037,1.62,1.68,"D,sil,d ",deletion,substitution,0.5626871585845947,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0037.wav,I was the only one who remained sitting
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0038,1.57,1.65,"R,sil,d ",deletion,substitution,0.5305224061012268,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0038.wav,We'll have to watch our chances
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0039,2.49,2.56,"R,sil,d ",deletion,substitution,0.5497449636459351,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0039.wav,The ship should be in within a week or ten days
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0040,0.64,0.67,"Z,sil,d ",deletion,substitution,0.4644549489021301,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0040.wav,I suppose you wonder why she is coming up here
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0041,0.928153,1.026992,"sil,IH0,a",addition,substitution,0.7369590401649475,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0041.wav,Meanwhile I'll go out to breathe a spell
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0041,1.026992,1.1,"sil,NG,a",addition,substitution,0.6871841549873352,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0041.wav,Meanwhile I'll go out to breathe a spell
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0041,1.459877,1.55,"sil,S,a",addition,substitution,0.5683577656745911,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0041.wav,Meanwhile I'll go out to breathe a spell
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0041,2.02,2.054461,"sil,DH,a",addition,substitution,0.6008415818214417,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0041.wav,Meanwhile I'll go out to breathe a spell
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0041,2.45,2.61,"L,W,s",substitution,deletion,0.4764866232872009,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0041.wav,Meanwhile I'll go out to breathe a spell
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0042,0.56,0.61,"K,sil,d ",deletion,substitution,0.5170969367027283,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0042.wav,How could he explain his possession of the sketch
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0042,1.72,1.78,"V,B,s",substitution,deletion,0.48126861453056335,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0042.wav,How could he explain his possession of the sketch
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0046,0.48,0.53,"L,sil,d ",deletion,substitution,0.4916084408760071,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0046.wav,The girl faced him her eyes shining with sudden fear
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0046,2.960967,3.03,"sil,AH0,a",addition,substitution,0.6602369546890259,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0046.wav,The girl faced him her eyes shining with sudden fear
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0047,3.8,3.87,"L,sil,d ",deletion,substitution,0.5945181846618652,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0047.wav,Close beside him gleamed the white fangs of the wolf dog
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0048,0.43766,0.47,"T,sil,d ",deletion,substitution,0.5500645041465759,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0048.wav,He looked at the handkerchief more closely
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0048,1.78,1.81,"F,P,s",substitution,deletion,0.5588510632514954,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0048.wav,He looked at the handkerchief more closely
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0051,4.59,4.63,"T,sil,d ",deletion,substitution,0.5180191397666931,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0051.wav,The lace was of a delicate ivory color faintly tinted with yellow
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0052,0.14,0.2,"T,sil,d ",deletion,substitution,0.6563957929611206,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0052.wav,It was a curious coincidence
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0052,0.49,0.53,"AH0,sil,d ",deletion,substitution,0.44184622168540955,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0052.wav,It was a curious coincidence
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0052,1.41,1.44,"OW0,AO1,s",substitution,deletion,0.47223183512687683,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0052.wav,It was a curious coincidence
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0053,2.05,2.08,"T,sil,d ",deletion,substitution,0.4571708142757416,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0053.wav,Suddenly his fingers closed tightly over the handkerchief
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0053,3.312744,3.362682,"sil,V,a",addition,substitution,0.49207359552383423,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0053.wav,Suddenly his fingers closed tightly over the handkerchief
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0053,3.362682,3.42,"sil,IH0,a",addition,substitution,0.5598704218864441,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0053.wav,Suddenly his fingers closed tightly over the handkerchief
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0054,0.25,0.34,"sil,S,a",addition,substitution,0.7340728640556335,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0054.wav,There was nothing on the rock
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0054,1.11,1.14,"DH,D,s ",substitution,deletion,0.4587501585483551,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0054.wav,There was nothing on the rock
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0058,0.6,0.63,"R,sil,d ",deletion,substitution,0.44510096311569214,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0058.wav,I came for information more out of curiosity than anything else
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0058,1.45,1.48,"R,sil,d ",deletion,substitution,0.460070937871933,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0058.wav,I came for information more out of curiosity than anything else
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0058,1.6,1.64,"AH1,AO1,s",substitution,deletion,0.4615882635116577,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0058.wav,I came for information more out of curiosity than anything else
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0058,1.95,1.98,"IY0,sil,d ",deletion,substitution,0.45419177412986755,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0058.wav,I came for information more out of curiosity than anything else
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0059,0.77,0.81,"Y,sil,d ",deletion,substitution,0.6928556561470032,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0059.wav,His immaculate appearance was gone
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0063,2.45,2.48,"JH,G,s",substitution,deletion,0.46527785062789917,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0063.wav,Yes it was a man who asked a stranger
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0064,3.14,3.2,"T,sil,d ",deletion,substitution,0.5719478726387024,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0064.wav,The fourth and fifth days passed without any developments
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0064,4.12,4.18,"T,sil,d ",deletion,substitution,0.4994603395462036,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0064.wav,The fourth and fifth days passed without any developments
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0065,1.1,1.13,"L,W,s",substitution,deletion,0.4644918143749237,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0065.wav,They closed now until his fingers were like cords of steel
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0065,2.68,2.73,"sil,Z,a",addition,substitution,0.576330840587616,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0065.wav,They closed now until his fingers were like cords of steel
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0065,3.24,3.27,"D,sil,d ",deletion,substitution,0.45602136850357056,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0065.wav,They closed now until his fingers were like cords of steel
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0065,3.83,3.88,"L,W,s",substitution,deletion,0.49044352769851685,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0065.wav,They closed now until his fingers were like cords of steel
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0067,0.26,0.29,"R,sil,d ",deletion,substitution,0.4666507840156555,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0067.wav,Surely I will excuse you she cried
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0067,0.85,0.88,"L,W,s",substitution,deletion,0.4961916506290436,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0067.wav,Surely I will excuse you she cried
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0071,0.576908,0.611383,"Z,sil,d ",deletion,substitution,0.4799124598503113,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0071.wav,What was the object of your little sensation
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0071,1.107094,1.213307,"sil,S,a",addition,substitution,0.6979021430015564,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0071.wav,What was the object of your little sensation
context_0_10,HQTV,test,HQTV,Vietnamese,arctic_a0071,1.743951,1.799167,"R,sil,d ",deletion,substitution,0.48818403482437134,ai-training/datasets/l2-arctic/raw/l2arctic_release_v5.0/HQTV/wav/arctic_a0071.wav,What was the object of your little sensation
